time,relativeAltitude,pressure
-0.54693310546875,0.0,1006.5137481689452
0.48268310546875,-0.0343475341796875,1006.5179443359376
1.512314697265625,-0.0686988830566406,1006.5220642089844
2.541925048828125,-0.412200927734375,1006.562957763672
3.571510009765625,-0.412200927734375,1006.562957763672
3.768134765625,-0.3752098083496094,1006.5586853027344
4.830989013671875,-0.3752098083496094,1006.5586853027344
5.893805908203125,-0.3752098083496094,1006.5586853027344
6.95665380859375,-0.2166709899902343,1006.5395355224608
8.019577880859375,-0.2113838195800781,1006.5388488769532
9.082466796875,-0.2008171081542968,1006.537628173828
10.14536767578125,-0.19024658203125,1006.5364074707032
11.208225830078124,-0.1849632263183593,1006.5357208251952
12.271104736328123,-0.1823196411132812,1006.5354919433594
13.334013916015625,-0.1823196411132812,1006.5354919433594
14.39691796875,-0.1981735229492187,1006.5372467041016
15.45981787109375,-0.1981735229492187,1006.5373992919922
16.522722900390626,-0.2034568786621093,1006.537857055664
17.585605712890626,-0.2061004638671875,1006.538543701172
18.648560791015623,-0.2140274047851562,1006.5391540527344
19.711515869140623,-0.2140274047851562,1006.5391540527344
20.774458740234376,-0.2113838195800781,1006.5388488769532
21.83735888671875,-0.2113838195800781,1006.5388488769532
22.900221923828123,-0.2193107604980468,1006.5399169921876
23.9631767578125,-0.2193107604980468,1006.5399169921876
25.02615869140625,-0.2113838195800781,1006.5388488769532
26.08915185546875,-0.2061004638671875,1006.5382385253906
27.15203662109375,-0.2061004638671875,1006.5382385253906
28.21499755859375,-0.2061004638671875,1006.5382385253906
29.277957763671875,-0.2087440490722656,1006.5386962890624
30.340892822265623,-0.2113838195800781,1006.5390777587892
31.40382568359375,-0.2087440490722656,1006.5386962890624
32.46683374023438,-0.2034568786621093,1006.537857055664
33.529799072265625,-0.2034568786621093,1006.537857055664
34.59278979492188,-0.2034568786621093,1006.537857055664
35.655751708984376,-0.2061004638671875,1006.5382385253906
36.71866650390625,-0.2245979309082031,1006.5406036376952
37.781618896484375,-0.2483787536621093,1006.5433502197266
38.84453393554688,-0.2483787536621093,1006.5433502197266
39.9075107421875,-0.2298812866210937,1006.5412139892578
40.97044091796875,-0.2034568786621093,1006.5380096435548
42.03333764648438,-0.19024658203125,1006.5364074707032
43.09616577148437,-0.1849632263183593,1006.5359497070312
44.159058837890626,-0.1849632263183593,1006.5359497070312
45.22194287109375,-0.1955299377441406,1006.5371704101562
46.28485668945312,-0.2325248718261718,1006.5414428710938
47.347786865234376,-0.2325248718261718,1006.5414428710938
48.41072387695313,-0.2325248718261718,1006.5414428710938
49.47368090820312,-0.2298812866210937,1006.5412902832032
50.53663793945312,-0.2008171081542968,1006.5377044677734
51.59961376953125,-0.19024658203125,1006.5365600585938
52.66257080078125,-0.1849632263183593,1006.5359497070312
53.725599609375,-0.1849632263183593,1006.5359497070312
54.788602783203125,-0.1849632263183593,1006.5359497070312
55.85165966796875,-0.1928901672363281,1006.536865234375
56.9146259765625,-0.1955299377441406,1006.5370178222656
57.977578857421875,-0.2061004638671875,1006.5384674072266
59.040669921875,-0.2061004638671875,1006.5384674072266
60.10373779296875,-0.2061004638671875,1006.5384674072266
61.166854736328126,-0.1955299377441406,1006.5370178222656
62.22993090820312,-0.1796760559082031,1006.5351104736328
63.29302465820312,-0.1611824035644531,1006.5328216552734
64.35612377929688,-0.1479682922363281,1006.5313720703124
65.41914965820312,-0.1479682922363281,1006.5313720703124
66.48214794921876,-0.1479682922363281,1006.5313720703124
67.54512084960938,-0.1691093444824218,1006.5338134765624
68.60809765625,-0.1796760559082031,1006.5353393554688
69.67110766601563,-0.1823196411132812,1006.5354919433594
70.73414184570312,-0.1796760559082031,1006.5353393554688
71.797177734375,-0.1611824035644531,1006.5330505371094
72.86022192382812,-0.1426849365234375,1006.5306854248048
73.92327685546876,-0.1136207580566406,1006.5273284912108
74.986349609375,-0.1136207580566406,1006.527099609375
76.0494736328125,-0.1136207580566406,1006.527099609375
77.11261572265624,-0.1136207580566406,1006.5271759033204
78.17574291992187,-0.1215476989746093,1006.5283966064452
79.23885571289063,-0.1268310546875,1006.528778076172
80.30195483398437,-0.1321144104003906,1006.5293884277344
81.36509692382812,-0.1294746398925781,1006.5290832519532
82.42824975585937,-0.1321144104003906,1006.5293884277344
83.49132690429687,-0.1294746398925781,1006.5290832519532
84.55452587890625,-0.1215476989746093,1006.5282440185548
85.61769287109375,-0.0977668762207031,1006.5252685546876
86.680841796875,-0.0924797058105468,1006.5248107910156
87.744009765625,-0.0819129943847656,1006.5235137939452
88.8071748046875,-0.0819129943847656,1006.5235137939452
89.87027294921874,-0.0924797058105468,1006.524658203125
90.9333408203125,-0.1030502319335937,1006.5260314941406
91.996419921875,-0.1030502319335937,1006.5260314941406
93.05948486328126,-0.0739860534667968,1006.5225219726562
94.12254467773438,-0.0739860534667968,1006.5225219726562
95.1855888671875,-0.0581321716308593,1006.5206146240234
96.2486787109375,-0.0871963500976562,1006.5241241455078
97.31178369140623,-0.0871963500976562,1006.5241241455078
98.37497290039065,-0.1189041137695312,1006.5279388427734
99.43811572265624,-0.1189041137695312,1006.5279388427734
100.50128198242189,-0.0422744750976562,1006.5187072753906
101.56442456054688,0.0052871704101562,1006.5129852294922
