seconds_elapsed_rounded,accelerometer_time,accelerometer_seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometeruncalibrated_time,accelerometeruncalibrated_seconds_elapsed,accelerometeruncalibrated_z,accelerometeruncalibrated_y,accelerometeruncalibrated_x,gravity_time,gravity_seconds_elapsed,gravity_z,gravity_y,gravity_x,gyroscope_time,gyroscope_seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeuncalibrated_time,gyroscopeuncalibrated_seconds_elapsed,gyroscopeuncalibrated_z,gyroscopeuncalibrated_y,gyroscopeuncalibrated_x,location_time,location_seconds_elapsed,location_altitude,location_speedAccuracy,location_bearingAccuracy,location_latitude,location_altitudeAboveMeanSeaLevel,location_bearing,location_horizontalAccuracy,location_verticalAccuracy,location_longitude,location_speed,magnetometer_time,magnetometer_seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometeruncalibrated_time,magnetometeruncalibrated_seconds_elapsed,magnetometeruncalibrated_z,magnetometeruncalibrated_y,magnetometeruncalibrated_x,orientation_time,orientation_seconds_elapsed,orientation_yaw,orientation_qx,orientation_qz,orientation_roll,orientation_qw,orientation_qy,orientation_pitch
0.0,1.6897265720115238e+18,60.00052392578125,4.771892856564223,2.9330841976004836,-0.649634734814316,1.68972657200902e+18,59.998019970703126,0.23582763671875,1.261199951171875,-0.142852783203125,1.6897265720115238e+18,60.00052392578125,-2.6804080103617904,9.405194637848734,-0.7198783815722912,1.6897265720115238e+18,60.00052392578125,-0.4659068822860718,0.4513485312461853,-0.6703587438911199,1.6897265720140303e+18,60.00303046875,-0.477040684223175,0.4470183014869689,-0.7728629902005195,,,,,,,,,,,,,1.6897265720115238e+18,60.00052392578125,-6.266736602783203,31.42168731689453,19.294187927246092,1.6897265720095736e+18,59.99857368164063,23.962762451171876,43.29779968261719,98.56031494140623,1.6897265720115238e+18,60.00052392578125,0.2552922987192784,-0.5753695336054359,0.1790153520956071,-0.2629963133650485,0.7775516244379544,-0.1796487768963696,-1.2837669257352804
0.05,1.689726572061629e+18,60.05062856445312,10.659950485942364,2.199428912736177,-1.599651966189891,1.6897265720591245e+18,60.048124511718754,0.904302978515625,1.216485595703125,-0.2720001220703125,1.689726572061629e+18,60.05062856445312,-1.6243830142772944,9.607337037253975,-0.9552306697879732,1.689726572061629e+18,60.05062856445312,-0.6347680687904358,-0.3068893611431121,-3.796876335144043,1.689726572064135e+18,60.05313486328125,-0.6573038339614868,-0.3410412698984146,-3.894219875335694,,,,,,,,,,,,,1.689726572061629e+18,60.05062856445312,-2.153450775146484,30.869239044189452,17.540058898925782,1.6897265720615808e+18,60.05058076171875,28.34736328125,42.60803833007813,96.77479858398438,1.689726572061629e+18,60.05062856445312,-0.0738630776653095,-0.6157478686371041,0.1559997843266616,-0.5763428380813246,0.7470833836690292,-0.1937912788305169,-1.373385586996599
0.1,1.6897265721117327e+18,60.10073271484375,-5.295555423075184,4.769206569315791,-1.178077974343598,1.6897265721092288e+18,60.09822880859375,-0.5769683837890625,1.4751312255859377,-0.248992919921875,1.6897265721117327e+18,60.10073271484375,0.192164927668753,9.691411860161423,-1.4218454634615778,1.6897265721117327e+18,60.10073271484375,-1.19569993019104,0.5269098401069641,-2.9803019523620606,1.6897265721142392e+18,60.103239257812504,-1.213302969932556,0.6254111081361771,-2.882493782043457,,,,,,,,,,,,,1.6897265721117327e+18,60.10073271484375,2.4731815338134764,28.879414367675786,15.538336181640624,1.6897265721135895e+18,60.102589550781246,33.850094604492185,40.062869262695315,93.99404296875,1.6897265721117327e+18,60.10073271484375,-1.1721383391283418,-0.6773912577309513,0.1222696204397778,-1.6701651715763923,0.6891477116314398,-0.2252358090094983,-1.418729910154206
0.15,1.6897265721618376e+18,60.15083735351563,-7.735529019651412,1.9895164638513323,0.8375088672140241,1.689726572159333e+18,60.148333300781246,-0.6407958984375,1.14979248046875,-0.1416107177734375,1.6897265721618376e+18,60.15083735351563,1.1290287990447134,9.504328615104557,-2.11786791389361,1.6897265721618376e+18,60.15083735351563,-1.4462293624877929,1.393811011314392,-1.489636492729187,1.6897265721643436e+18,60.15334360351562,-1.4513211727142334,1.364529478549957,-1.4276739835739136,,,,,,,,,,,,,1.6897265721618376e+18,60.15083735351563,6.115502166748047,27.131800842285156,11.67220458984375,1.689726572160395e+18,60.14939508056641,36.74018859863281,38.68923568725586,90.30860137939452,1.6897265721618376e+18,60.15083735351563,-1.6258042477786847,-0.7088715180864322,0.0667326371342157,-2.0586287174461475,0.6615815377244942,-0.2345953875018854,-1.3234072162074595
0.2,1.6897265722119416e+18,60.20094150390626,-1.1066077230131626,1.7004240952676533,-0.7865436437737942,1.6897265722094374e+18,60.198437548828124,0.063958740234375,1.122637939453125,-0.3649566650390625,1.6897265722119416e+18,60.20094150390626,1.5417840360760686,9.25023519609213,-2.8583290501543877,1.6897265722119416e+18,60.20094150390626,-1.5333361387252809,-0.4498238563537597,-0.7359739184379578,1.689726572214448e+18,60.20344804687499,-1.527169418334961,-0.5552552342414856,-0.7285486698150635,,,,,,,,,,,,,1.6897265722119416e+18,60.20094150390626,7.708881378173828,26.733026123046876,7.6807098388671875,1.6897265722071982e+18,60.19619809570313,37.845053100585936,38.577328491210935,86.79012451171874,1.6897265722119416e+18,60.20094150390626,-1.6645415141550344,-0.7174900384225823,0.025010975229581,-2.06525811555062,0.6486207618946067,-0.2524127096126983,-1.2331504954395485
0.25,1.6897265722620462e+18,60.251046191406246,-3.0860243792630726,-0.5583177733719349,1.931907564612925,1.689726572259542e+18,60.248542041015625,-0.127642822265625,0.8373809814453125,-0.14124755859375,1.6897265722620462e+18,60.251046191406246,1.9950169025115667,8.969447948325872,-3.4209812871471046,1.6897265722620462e+18,60.251046191406246,-1.2708744525909423,-1.0022611260414125,-0.4897529900074005,1.6897265722645527e+18,60.253552587890624,-1.248458170890808,-0.9710127115249634,-0.4623208791017532,,,,,,,,,,,,,1.6897265722620462e+18,60.251046191406246,8.018905639648438,26.60037841796875,5.029298400878906,1.6897265722592015e+18,60.248201464843746,38.134274291992185,38.44444885253906,84.23373718261719,1.6897265722620462e+18,60.251046191406246,-1.6473126862735252,-0.717725136605943,0.0153938537804863,-2.0984508828576347,0.6308903275984296,-0.294058517958001,-1.1550064243882754
0.3,1.6897265723121505e+18,60.3011505859375,-4.431409264987111,-2.493153500391245,4.766663080765008,1.6897265723096466e+18,60.298646533203126,-0.2201751708984375,0.636688232421875,0.105914306640625,1.6897265723121505e+18,60.3011505859375,2.2325441820657255,8.772515509427786,-3.7714832916525,1.6897265723121505e+18,60.3011505859375,-0.717483502626419,-1.049679207801819,0.2320688650012016,1.6897265723146568e+18,60.303656738281255,-0.6828851044178009,-1.0603363871574405,0.2692331627011299,,,,,,,,,,,,,1.6897265723121505e+18,60.3011505859375,8.65099868774414,27.018309783935543,3.604801940917969,1.6897265723112038e+18,60.30020390625,38.73336181640625,38.92204895019531,82.92131958007812,1.6897265723121505e+18,60.3011505859375,-1.6024986209884784,-0.7118817860326786,0.0153048223746592,-2.1052983709468176,0.6212315742648078,-0.3270738290775738,-1.1074695152023053
0.35,1.6897265723622548e+18,60.35125483398438,-3.057027972655296,-2.765276146377921,5.175512177203297,1.689726572359751e+18,60.34875068359374,-0.076226806640625,0.6105316162109375,0.1466217041015625,1.6897265723622548e+18,60.35125483398438,2.253084982695579,8.765743823335766,-3.7750835373276472,1.6897265723622548e+18,60.35125483398438,0.0722257271409034,-1.5439612865447998,0.7189018249511718,1.6897265723647616e+18,60.353761621093746,0.1178127102553844,-1.5563640117645263,0.7406213998794555,,,,,,,,,,,,,1.6897265723622548e+18,60.35125483398438,8.738671875,27.633080291748048,3.945635986328125,1.6897265723632092e+18,60.35220903320312,38.81249084472656,39.700836181640625,83.69493713378907,1.6897265723622548e+18,60.35125483398438,-1.5343864205635087,-0.7002849832088737,0.0371823313927592,-2.108957244887544,0.619390518291599,-0.3527398099496113,-1.1059146388530263
0.4,1.6897265724123594e+18,60.401359521484366,-2.469244041658938,-2.7784385271942615,5.125643283019363,1.6897265724098555e+18,60.39885561523438,-0.0349578857421875,0.637139892578125,0.1763427734375,1.6897265724123594e+18,60.401359521484366,2.094402224179953,8.961165740766523,-3.3823952436432245,1.6897265724123594e+18,60.401359521484366,0.9552400231361388,-1.1495291233062743,1.1961707592010498,1.6897265724148654e+18,60.40386547851563,1.0006916761398317,-1.0909435391426086,1.2146095752716064,,,,,,,,,,,,,1.6897265724123594e+18,60.401359521484366,8.306114959716798,28.277590942382812,6.313027954101562,1.6897265724100132e+18,60.39901306152344,38.22610092163086,40.06406021118164,86.3548355102539,1.6897265724123594e+18,60.401359521484366,-1.4707201682403046,-0.6880480794350241,0.079483724100881,-2.1251967850048414,0.6218713421308475,-0.3651862647805989,-1.152982775676569
0.45,1.6897265724624635e+18,60.45146352539062,1.1138512351745369,-0.1129979012441634,2.0263825809209046,1.6897265724599596e+18,60.44895947265625,0.327679443359375,0.9598114013671876,-0.10738525390625,1.6897265724624635e+18,60.45146352539062,1.6227809712950887,9.280994140779972,-2.706126184403449,1.6897265724624635e+18,60.45146352539062,1.5354955911636352,-0.570531016588211,1.202669095993042,1.6897265724649702e+18,60.45397016601562,1.5235047101974488,-0.6091755241155624,1.1739253997802734,,,,,,,,,,,,,1.6897265724624635e+18,60.45146352539062,7.5861961364746096,28.36112594604492,10.12790069580078,1.6897265724568156e+18,60.44581567382812,37.61007995605469,40.202642822265624,89.83501892089843,1.6897265724624635e+18,60.45146352539062,-1.417261422253833,-0.6782636165559306,0.1238585171324185,-2.11066922752289,0.6338397627239647,-0.350213987746664,-1.243067435961732
