seconds_elapsed_rounded,accelerometer_time,accelerometer_seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometeruncalibrated_time,accelerometeruncalibrated_seconds_elapsed,accelerometeruncalibrated_z,accelerometeruncalibrated_y,accelerometeruncalibrated_x,gravity_time,gravity_seconds_elapsed,gravity_z,gravity_y,gravity_x,gyroscope_time,gyroscope_seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeuncalibrated_time,gyroscopeuncalibrated_seconds_elapsed,gyroscopeuncalibrated_z,gyroscopeuncalibrated_y,gyroscopeuncalibrated_x,location_time,location_seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_time,magnetometer_seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometeruncalibrated_time,magnetometeruncalibrated_seconds_elapsed,magnetometeruncalibrated_z,magnetometeruncalibrated_y,magnetometeruncalibrated_x,orientation_time,orientation_seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalacceleration_time,totalacceleration_seconds_elapsed,totalacceleration_z,totalacceleration_y,totalacceleration_x
0.05,,,,,,,,,,,,,,,,1.6888760904927176e+18,0.065717529296875,0.9666942358016968,1.5995506048202517,0.418595403432846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1,,,,,,1.6888760905273262e+18,0.1003262939453125,10.055837154388428,1.291825145483017,-1.3911272883415222,,,,,,1.688876090527319e+18,0.100319091796875,0.49459723631540936,1.4268794059753418,-0.10669779777526855,1.6888760905316488e+18,0.10464884440104166,0.3730350445645551,1.4315627018610637,-0.14110987431680158,,,,,,,,,,,,1.6888760905264358e+18,0.099435888671875,-45.92811889648438,-2.698639965057373,24.61227951049805,1.6888760905314365e+18,0.10443658447265625,-301.28509521484375,92.05814743041992,-108.11334609985352,,,,,,,,,,1.688876090527319e+18,0.100319091796875,9.836893717447916,1.485344648361206,-1.5204393863677979
0.15000000000000002,1.6888760905705761e+18,0.14357633463541666,-1.3266040484110515,0.4936211109161377,-4.4938234488169355,1.6888760905705761e+18,0.14357633463541666,7.907282034556071,3.572683493296305,-5.765506188074748,1.6888760905705761e+18,0.14357633463541666,9.211084683736166,3.0948075453440347,-1.3363960981369019,1.6888760905792315e+18,0.15223152669270834,-0.294131625443697,1.1835004885991414,0.24729861319065094,1.6888760905835548e+18,0.15655460611979166,-0.2511674322692367,1.1591167847315471,0.2855285952488581,,,,,,,,,,,,1.6888760905764416e+18,0.1494416015625,-44.13471908569336,-2.6717999935150147,27.679359436035156,1.6888760905764416e+18,0.1494416015625,-299.7613159179688,92.18319702148438,-105.44703674316406,1.6888760905705761e+18,0.14357633463541666,0.5352777043978373,0.1529199828704198,0.0854678476850191,0.8262651364008585,0.17011482020219162,-0.3098546365896861,-1.1230382521947224,1.6888760905792315e+18,0.15223152669270834,6.988637288411458,3.5629130204518638,-5.04965353012085
0.2,1.6888760906224845e+18,0.19548445638020837,-1.6177770296732585,-1.2972047328948975,-0.6586282253265381,1.6888760906224845e+18,0.19548445638020837,7.405985355377197,2.0562322537104287,-2.5435704390207925,1.6888760906224845e+18,0.19548445638020837,9.000960985819498,3.3691821893056235,-1.9496557315190632,1.6888760906311268e+18,0.20412679036458334,0.4521930093566577,1.6202182372411091,1.128980815410614,1.6888760906268099e+18,0.1998099365234375,0.2341904677450657,1.486693263053894,1.1659127175807953,,,,,,,,,,,,1.6888760906264417e+18,0.19944169921875,-42.22907943725586,-3.7478400230407716,30.324319458007814,1.6888760906264417e+18,0.19944169921875,-297.8556823730469,91.10715789794922,-102.80207824707031,1.6888760906224845e+18,0.19548445638020837,0.5345848997433981,0.1886005947987238,0.07998883972565331,0.8197956482569376,0.23962976535161337,-0.33932504057884216,-1.1142702500025432,1.6888760906311268e+18,0.20412679036458334,6.436294078826904,2.3421745697657266,-2.3649063309033713
0.25,1.6888760906743862e+18,0.24738647460937502,-5.506305694580078,-1.5215442975362141,0.9130441745122274,1.6888760906743862e+18,0.24738647460937502,3.1824541091918945,2.350350062052409,-1.4749757846196492,1.6888760906743862e+18,0.24738647460937502,8.665958404541016,3.8876395225524902,-2.452733357747396,1.688876090683037e+18,0.25603678385416667,1.3330097595850627,0.6487898031870524,-0.5293656488259634,1.6888760906700623e+18,0.24306233723958334,1.2310970624287922,1.293761670589447,0.42088615894317627,,,,,,,,,,,,1.6888760906764378e+18,0.24943779296875004,-39.63291854858399,-7.232159900665283,33.45239944458008,1.6888760906764378e+18,0.24943779296875004,-295.2595153808594,87.62283782958984,-99.6739990234375,1.6888760906743862e+18,0.24738647460937502,0.5524481137593588,0.2302655378977457,0.08300149689118064,0.7967194517453512,0.30304950475692743,-0.39712024728457135,-1.1511337757110596,1.688876090683037e+18,0.25603678385416667,2.7222344477971396,1.8751753966013591,-0.7401797970136007
0.30000000000000004,1.6888760907262892e+18,0.29928889973958334,-4.775363286336263,-5.308191696802775,5.339440027872722,1.6888760907262892e+18,0.29928889973958334,4.450251340866089,-2.554537574450175,3.6007993618647256,1.6888760907262892e+18,0.29928889973958334,9.202813148498535,2.769399404525757,-1.8033541440963745,1.6888760907262845e+18,0.29928454589843745,1.414229393005371,-2.287461280822754,-4.922352075576782,1.6888760907219653e+18,0.2949652506510417,1.3648765683174133,-1.841860552628835,-4.408003568649292,,,,,,,,,,,,1.6888760907264422e+18,0.29944228515625,-41.19451904296875,-4.653080022335052,31.5052791595459,1.6888760907264422e+18,0.29944228515625,-296.82111206054685,90.20192108154296,-101.6211181640625,1.6888760907262892e+18,0.29928889973958334,0.5942066311836243,0.16955550014972684,0.04751548419396077,0.7837023536364237,0.2215502758820851,-0.2793874939282735,-1.264470100402832,1.6888760907262845e+18,0.29928454589843745,4.345665097236633,-2.5456641986966133,3.9556350708007812
0.35000000000000003,1.6888760907781916e+18,0.351191650390625,-1.3392634391784668,-5.390480597813924,2.1986035903294883,1.6888760907781916e+18,0.351191650390625,8.41974433263143,-5.033900737762451,1.2368899285793304,1.6888760907781916e+18,0.351191650390625,9.73620637257894,0.37232492367426556,-1.026427149772644,1.6888760907695337e+18,0.34253369140625,-1.2451979021231334,-1.0112873961528142,-4.409734487533569,1.6888760907738642e+18,0.3468639322916667,-1.4928528865178425,-0.7722864051659902,-4.136372248331706,,,,,,,,,,,,1.6888760907764383e+18,0.349438232421875,-43.3368392944336,7.193119859695434,27.271879196166992,1.6888760907764383e+18,0.349438232421875,-298.963427734375,102.04811706542968,-105.8545166015625,1.6888760907781916e+18,0.351191650390625,0.5982378125190735,0.061937669912974,-0.0270732726591328,0.7979688048362732,0.1312426428000132,-0.030948785444100697,-1.2845227718353271,1.6888760907695337e+18,0.34253369140625,8.440881411234537,-5.491926749547322,1.792423556248347
0.4,1.6888760908300905e+18,0.403090576171875,-5.468406995137532,-6.82910172144572,-3.8204667568206787,1.6888760908300905e+18,0.403090576171875,4.200002034505208,-7.97268549601237,-5.072983264923096,1.6888760908300905e+18,0.403090576171875,9.645607630411783,-1.1278386513392131,-1.3172300656636555,1.6888760908214413e+18,0.3944413248697917,-2.804736773173014,1.051757236321767,-2.4376577536265054,1.6888760908257708e+18,0.3987705891927083,-2.811303695042928,1.098742922147115,-2.5072454611460366,,,,,,,,,,,,1.6888760908264417e+18,0.399441748046875,-41.65323944091797,16.296760177612306,26.566719436645506,1.6888760908264417e+18,0.399441748046875,-297.279833984375,111.1517578125,-106.55967712402344,1.6888760908300905e+18,0.403090576171875,0.5452271898587545,0.03278319165110583,-0.09648434072732916,0.8315771619478861,0.16113266348838803,0.12535620977481202,-1.1710213820139568,1.6888760908214413e+18,0.3944413248697917,4.668596267700195,-7.092126846313477,-3.8901313940684
0.45,1.688876090881997e+18,0.454997314453125,-4.7776780128479,-6.687364419301351,-8.855234464009603,1.688876090881997e+18,0.454997314453125,4.358127673467,-9.969895044962565,-10.197412490844727,1.688876090881997e+18,0.454997314453125,9.113004366556803,-3.2667853832244873,-1.4068915446599324,1.6888760908733422e+18,0.44634244791666666,-1.8777488470077515,0.2429716388384501,-4.677089691162109,1.6888760908776732e+18,0.4506731770833334,-1.7299195130666096,-0.01445713639259331,-4.79681936899821,,,,,,,,,,,,1.6888760908764362e+18,0.449436279296875,-36.06075897216797,26.45691909790039,25.998199462890625,1.6888760908764362e+18,0.449436279296875,-291.6873474121094,121.31191711425781,-107.1281967163086,1.688876090881997e+18,0.454997314453125,0.49659091234207153,-0.0156565411016345,-0.19481741388638815,0.8448589245478312,0.17877985040346775,0.3524531622727712,-1.094290057818095,1.6888760908733422e+18,0.44634244791666666,4.019942045211792,-9.529216766357422,-9.742576599121094
0.5,1.6888760909338924e+18,0.5068924967447916,7.507638931274414,-2.6264575322469077,-12.539891242980957,1.6888760909338924e+18,0.5068924967447916,15.62273915608724,-8.112665812174479,-13.112667719523111,1.6888760909338924e+18,0.5068924967447916,8.092298030853271,-5.470463116963704,-0.6374901930491129,1.6888760909252485e+18,0.49824869791666665,-0.5006040732065836,-1.4567100008328755,-4.679533163706462,1.6888760909295706e+18,0.502570556640625,-0.5180137356122335,-1.1319333513577778,-4.642117818196614,,,,,,,,,,,,1.6888760909264417e+18,0.4994416992187499,-29.314159774780272,35.802119445800784,22.745679473876955,1.6888760909264417e+18,0.4994416992187499,-284.9407470703125,130.65711517333983,-110.38071899414062,1.6888760909338924e+18,0.5068924967447916,0.4811990161736806,-0.11052121967077251,-0.2808096607526143,0.822360118230184,0.10769558449586226,0.6051063537597656,-1.0922699371973674,1.6888760909252485e+18,0.49824869791666665,13.456037839253744,-8.76710287729899,-12.614362716674805
