seconds_elapsed_rounded,accelerometer_time,accelerometer_seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometeruncalibrated_time,accelerometeruncalibrated_seconds_elapsed,accelerometeruncalibrated_z,accelerometeruncalibrated_y,accelerometeruncalibrated_x,gravity_time,gravity_seconds_elapsed,gravity_z,gravity_y,gravity_x,gyroscope_time,gyroscope_seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeuncalibrated_time,gyroscopeuncalibrated_seconds_elapsed,gyroscopeuncalibrated_z,gyroscopeuncalibrated_y,gyroscopeuncalibrated_x,location_time,location_seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_time,magnetometer_seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometeruncalibrated_time,magnetometeruncalibrated_seconds_elapsed,magnetometeruncalibrated_z,magnetometeruncalibrated_y,magnetometeruncalibrated_x,orientation_time,orientation_seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw
0.0,1.6887549933424486e+18,194.9994487304687,3.058973550796509,-4.804450511932373,-5.2380290031433105,1.6887549933424507e+18,194.99945068359375,0.6610172192255656,-14.033904711405436,-2.864408160249392,1.6887549933424486e+18,194.9994487304687,-3.0471725463867188,-9.11683464050293,1.9563969373703003,1.6887549933424486e+18,194.9994487304687,-0.3132975101470946,1.382540762424469,0.3236822187900543,1.6887549933381253e+18,194.99512532552083,-0.3168863529960314,0.9888890335957208,0.0891354183355966,,,,,,,,,,,,1.688754993338068e+18,194.9950679199219,1.76899995803833,40.306359100341794,-25.61023941040039,1.688754993338068e+18,194.9950679199219,-252.75959167480468,133.62416076660156,-157.6142364501953,1.6887549933424486e+18,194.9994487304687,-0.5460233986377716,0.6734627783298492,-0.4490465223789214,0.2159074991941452,-2.5701478719711304,1.1927539110183716,-1.569863259792328
0.05,1.6887549933856986e+18,195.04269889322916,1.6717307170232136,-5.950356165568034,-6.007285118103027,1.6887549933943542e+18,195.05135408528645,-0.7515457284947237,-14.988242149353027,-3.2267213662465415,1.6887549933856986e+18,195.04269889322916,-2.959730863571167,-9.169933001200356,1.8357224464416504,1.6887549933856986e+18,195.04269889322916,0.7079928119977316,0.1564833049972852,0.2302962094545364,1.688754993390023e+18,195.04702294921876,0.747495432694753,0.0722348069151243,0.4322380820910136,1.6887549934159828e+18,195.07298291015624,0.0,0.0,2.6536459922790527,6.375,1.4244053363800049,111.74691009521484,332.79998779296875,-122.9164254,49.2784875,1.688754993388064e+18,195.04506381835935,0.6465999841690063,40.611359405517575,-25.29547996520996,1.688754993388064e+18,195.04506381835935,-253.88199462890623,133.92915954589844,-157.29947814941406,1.6887549933856986e+18,195.04269889322916,-0.5510258078575134,0.6802586714426676,-0.4335506757100423,0.2135482331116993,-2.58634352684021,1.2078444560368855,-1.5230019092559814
0.1,1.6887549934376087e+18,195.09460880533857,-0.0453989108403523,-5.353428840637207,0.835629940032959,1.6887549934462554e+18,195.10325528971353,-1.928415636221568,-14.175280888875326,2.7836503187815347,1.6887549934376087e+18,195.09460880533857,-1.7867690324783323,-9.520200729370115,1.44724702835083,1.6887549934376087e+18,195.09460880533857,0.831845760345459,0.1960368355115254,3.67119828859965,1.6887549934419336e+18,195.09893359375,0.8309294581413269,0.1196277936299641,3.776623487472534,,,,,,,,,,,,1.6887549934380657e+18,195.09506572265624,-3.7990799725055697,41.43363952636719,-23.582599639892575,1.6887549934380657e+18,195.09506572265624,-258.3276702880859,134.7514404296875,-155.5865936279297,1.6887549934376087e+18,195.09460880533857,-0.5889263351758321,0.655140221118927,-0.4017647206783294,0.2484329789876938,-2.4349822203318277,1.332417607307434,-1.6698021094004314
0.15,1.6887549934895153e+18,195.14651513671876,-1.988057255744934,-4.029597918192546,2.6331923802693686,1.688754993498164e+18,195.1551638997396,-2.1527427434921265,-14.854443550109863,4.493322134017944,1.6887549934895153e+18,195.14651513671876,0.0334565949936707,-9.743532180786133,1.0435037811597188,1.6887549934895153e+18,195.14651513671876,0.7018332680066427,-0.6814201871554056,3.4516940911610923,1.6887549934938406e+18,195.15084057617187,0.6444119115670522,-0.6472117106119791,3.4389167626698813,,,,,,,,,,,,1.688754993488067e+18,195.14506723632812,-11.167879676818847,40.96759872436523,-22.691999435424805,1.688754993488067e+18,195.14506723632812,-265.69647216796875,134.2853973388672,-154.6959991455078,1.6887549934895153e+18,195.14651513671876,-0.6389905015627543,0.6007689237594604,-0.3701287011305491,0.3052556018034617,-1.5116233428319297,1.4546937942504885,-2.6276060740152993
0.2,1.688754993541414e+18,195.19841430664064,-4.660936196645101,-6.245587666829427,7.158338864644368,1.6887549935500657e+18,195.2070655924479,-3.2967113653818765,-14.966906229654947,7.992825190226237,1.688754993541414e+18,195.19841430664064,1.797661026318868,-9.565629641215006,1.1111804842948914,1.688754993541414e+18,195.19841430664064,-0.4501058707634608,-1.3744467894236247,3.8109846909840903,1.688754993545744e+18,195.2027440592448,-0.5043201744556427,-1.5758796135584514,3.7846665382385254,,,,,,,,,,,,1.688754993538063e+18,195.19506308593748,-17.70707950592041,38.72767868041992,-22.750559616088868,1.688754993538063e+18,195.19506308593748,-272.2356750488281,132.04547729492188,-154.75455322265626,1.688754993541414e+18,195.19841430664064,-0.684654176235199,0.5312750538190206,-0.354182223478953,0.3502631485462188,-0.5706659456094106,1.3525656859079995,2.6620004971822104
0.25,1.6887549935933235e+18,195.25032340494792,-0.7959283192952474,-2.9956480662027993,-1.1296680768330891,1.688754993593318e+18,195.2503179931641,4.445565283298492,-12.622438430786133,0.2554338574409485,1.6887549935933235e+18,195.25032340494792,3.259874105453491,-9.10190773010254,1.6075592438379924,1.6887549935933235e+18,195.25032340494792,0.2230676164229711,-2.203238199154536,3.3446399370829263,1.6887549935976497e+18,195.2546495768229,0.373900443315506,-1.869909425576528,3.3546173572540283,,,,,,,,,,,,1.6887549935880658e+18,195.24506567382812,-21.66719970703125,34.84319915771484,-25.40039978027344,1.6887549935880658e+18,195.24506567382812,-276.19580078125,128.16099853515624,-157.40439147949218,1.6887549935933235e+18,195.25032340494792,-0.7060271898905436,0.4417415459950765,-0.3716672559579213,0.409191350142161,-0.4622328579425812,1.1903019348780317,2.4088992277781167
0.3,1.6887549936452247e+18,195.302224609375,-9.228046417236328,4.408276875813802,-2.3963465690612793,1.6887549936365773e+18,195.29357747395832,-3.1565318504969277,-6.202196359634399,-1.4957135319709778,1.6887549936452247e+18,195.302224609375,4.631570180257161,-8.546506881713867,1.282611886660258,1.6887549936452247e+18,195.302224609375,1.010574738184611,-1.1395181616147358,2.8124236265818277,1.6887549936495547e+18,195.3065546875,0.9280570149421692,-1.5203926662604017,2.7164159615834556,,,,,,,,,,,,1.688754993638068e+18,195.2950680175781,-25.48091926574707,32.3104793548584,-25.00023956298828,1.688754993638068e+18,195.2950680175781,-280.0095153808594,125.62827606201172,-157.00423583984374,1.6887549936452247e+18,195.302224609375,-0.7220057646433512,0.3862815101941426,-0.3381923139095306,0.4632584452629089,-0.2713637451330821,1.0582244793574016,2.160658597946167
0.35,1.6887549936971328e+18,195.3541328938802,-7.767412662506104,10.978890101114908,-0.6367759307225546,1.6887549936884826e+18,195.3454823404948,-3.304886817932129,2.4596222639083862,0.8005986015001932,1.6887549936971328e+18,195.3541328938802,5.3496012687683105,-8.001264572143555,1.8719953298568728,1.6887549936971328e+18,195.3541328938802,0.016238834708929,-2.871575673421224,1.9356283744176228,1.6887549936928087e+18,195.34980883789063,-0.0327576482668519,-2.9530752897262573,2.122145891189575,,,,,,,,,,,,1.688754993688066e+18,195.34506611328123,-26.32515983581543,30.23647956848145,-26.608199691772462,1.688754993688066e+18,195.34506611328123,-280.853759765625,123.55427856445311,-158.61220092773436,1.6887549936971328e+18,195.3541328938802,-0.7129283547401428,0.3127060929934184,-0.3592363893985748,0.5141413807868958,-0.3358303904533386,0.954078714052836,2.066468556722006
0.4,1.6887549937490383e+18,195.4060382486979,-4.0135306517283125,8.720707416534424,-0.0048484802246093,1.6887549937403932e+18,195.39739298502604,0.9339984307686487,1.507877031962077,2.455833673477173,1.6887549937490383e+18,195.4060382486979,5.406289418538411,-7.825435797373454,2.397197167078654,1.6887549937490383e+18,195.4060382486979,0.629038468003273,-1.3030773798624675,-0.5495750804742178,1.688754993736063e+18,195.39306306966145,0.3552181447545687,-1.7596482435862224,0.2100358456373214,,,,,,,,,,,,1.6887549937380644e+18,195.39506440429687,-25.45651969909668,28.369879150390624,-29.83875961303711,1.6887549937380644e+18,195.39506440429687,-279.9851135253906,121.68767700195312,-161.84275817871094,1.6887549937490383e+18,195.4060382486979,-0.6971557140350342,0.2736159364382426,-0.3866208493709564,0.5380608240763346,-0.4177313645680745,0.9234172701835632,2.037186861038208
0.45,1.688754993792296e+18,195.4492957763672,-0.775628924369812,6.967177629470825,-0.3124954104423522,1.6887549937922916e+18,195.44929166666668,4.717051108678182,-1.6789638996124268,1.9168504079182944,1.688754993792296e+18,195.4492957763672,4.70537805557251,-8.319264888763428,2.193976402282715,1.688754993792296e+18,195.4492957763672,1.365971028804779,-0.4508949071168899,-2.7841711044311523,1.6887549937879675e+18,195.4449679361979,1.287856658299764,-0.4985169470310211,-2.548275272051493,,,,,,,,,,,,1.6887549937880673e+18,195.4450674804687,-21.18407974243164,31.146599197387697,-29.90951957702637,1.6887549937880673e+18,195.4450674804687,-275.7126708984375,124.46439666748049,-161.91351623535155,1.688754993792296e+18,195.4492957763672,-0.6682365238666534,0.3010975718498229,-0.411505714058876,0.5415481328964233,-0.436601847410202,1.0127082765102386,2.024349093437195
