seconds_elapsed_rounded,accelerometer_time,accelerometer_seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometeruncalibrated_time,accelerometeruncalibrated_seconds_elapsed,accelerometeruncalibrated_z,accelerometeruncalibrated_y,accelerometeruncalibrated_x,gravity_time,gravity_seconds_elapsed,gravity_z,gravity_y,gravity_x,gyroscope_time,gyroscope_seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeuncalibrated_time,gyroscopeuncalibrated_seconds_elapsed,gyroscopeuncalibrated_z,gyroscopeuncalibrated_y,gyroscopeuncalibrated_x,location_time,location_seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_time,magnetometer_seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometeruncalibrated_time,magnetometeruncalibrated_seconds_elapsed,magnetometeruncalibrated_z,magnetometeruncalibrated_y,magnetometeruncalibrated_x,orientation_time,orientation_seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw
0.0,1.6886866489235333e+18,119.997533203125,-0.0263953407605489,0.0351037979125976,0.0123789310455321,1.6886866489235333e+18,119.997533203125,-0.677767018477122,-9.230313301086426,3.281357447306315,1.6886866489235333e+18,119.997533203125,-0.6572177012761434,-9.247912406921388,3.206291119257609,1.688686648919208e+18,119.9932078450521,0.0031561370221121,-0.0256054351727168,-0.0040215295545445,1.688686648919208e+18,119.9932078450521,0.0020871229159335,-0.0210239455724755,-0.0017307848514368,1.688686648927452e+18,120.00145190429689,0.0,0.4132427275180816,0.8558133840560913,6.004000186920166,0.0087369428947567,0.0,40.20000076293945,-122.7531555,49.190375,1.688686648928887e+18,120.00288706054688,20.62287940979004,38.551998901367185,-21.447599411010746,1.688686648928887e+18,120.00288706054688,-234.72311706542968,133.5778015136719,-154.17139587402343,1.6886866489235333e+18,119.997533203125,-0.2395508289337158,0.0179753558089335,-0.7301879326502482,0.639623204867045,-1.7729745308558147,1.2306395371754963,2.144638776779175
0.05,1.6886866489754442e+18,120.0494444173177,0.0706876913706461,-0.0072606404622395,0.0028616587320963,1.6886866489754442e+18,120.0494444173177,-0.58683975537618,-9.272187868754068,3.2719856103261313,1.6886866489754442e+18,120.0494444173177,-0.6633734703063965,-9.247422536214192,3.206436554590861,1.6886866489711237e+18,120.04512369791668,-0.0036142860384036,-0.0247400426305829,0.0035124749410897,1.6886866489711237e+18,120.04512369791668,-0.0046833000766733,-0.0201585536900286,0.005905030760914,,,,,,,,,,,,1.6886866489788815e+18,120.05288149414062,20.98399963378906,38.356798553466795,-21.274359130859377,1.6886866489788815e+18,120.05288149414062,-234.36199645996095,133.38259887695312,-153.99815979003907,1.6886866489754442e+18,120.0494444173177,-0.2389431993166605,0.0173567148546377,-0.7304179469744364,0.6396049857139587,-1.7748093605041504,1.23048996925354,2.144688049952189
0.1,1.6886866490273605e+18,120.1013605143229,0.0060755809148152,0.0250304539998372,0.0545697212219237,1.6886866490273605e+18,120.1013605143229,-0.6492525339126587,-9.240283330281576,3.3230324586232505,1.6886866490273605e+18,120.1013605143229,-0.6611741383870443,-9.247809092203775,3.205775340398153,1.6886866490230362e+18,120.09703597005208,0.0036651915094504,-0.0111482909414916,0.0045814894450207,1.6886866490230362e+18,120.09703597005208,0.0025961772771551,-0.0066177068899075,0.0069231395027599,,,,,,,,,,,,1.688686649028883e+18,120.10288295898438,21.123079681396483,38.34459915161133,-21.191399383544923,1.688686649028883e+18,120.10288295898438,-234.2229156494141,133.37039489746093,-153.91519470214843,1.6886866490273605e+18,120.1013605143229,-0.2387668788433074,0.0171769460042317,-0.7303455670674642,0.6397583484649658,-1.774193326632182,1.230608304341634,2.1435484886169434
0.15,1.6886866490792694e+18,120.15326928710935,0.0616196592648824,0.032271385192871,0.0182912349700927,1.6886866490792694e+18,120.15326928710935,-0.593220591545105,-9.233703295389812,3.2849466800689697,1.6886866490792694e+18,120.15326928710935,-0.6606862743695577,-9.248469988505043,3.203968048095703,1.688686649074941e+18,120.1489404296875,0.007075855663667,0.0346156978048383,-0.0054977873805909,1.688686649074941e+18,120.1489404296875,0.0060068416253973,0.0391462811579306,-0.0031561371288262,,,,,,,,,,,,1.688686649078881e+18,120.15288120117188,20.779039764404295,38.43731842041016,-21.267039489746093,1.688686649078881e+18,120.15288120117188,-234.56695556640625,133.46311645507814,-153.99083862304687,1.6886866490792694e+18,120.15326928710935,-0.2389211903015772,0.0174889924625555,-0.7303211291631063,0.6397200624148051,-1.774159034093221,1.2308101654052734,2.144188563028971
0.2,1.6886866491311813e+18,120.20518139648436,-0.154975394407908,0.03193728129069,0.0094672838846841,1.6886866491311813e+18,120.20518139648436,-0.802193800608317,-9.234700202941896,3.2757741610209146,1.6886866491311813e+18,120.20518139648436,-0.6530644297599792,-9.249132792154947,3.2036194801330566,1.6886866491268577e+18,120.20085725911458,-0.0007635814108652,0.0155261581142743,0.0088575462189812,1.6886866491268577e+18,120.20085725911458,-0.0017816904388989,0.0201076474040746,0.011148290708661,,,,,,,,,,,,1.6886866491288827e+18,120.20288276367188,21.093799591064453,38.41291885375976,-21.457359313964844,1.6886866491288827e+18,120.20288276367188,-234.252197265625,133.438720703125,-154.18115844726563,1.6886866491311813e+18,120.20518139648436,-0.2395750830570856,0.0181559696793555,-0.7300386230150858,0.6397794683774313,-1.771895408630371,1.2310129006703694,2.1438466707865396
0.25,1.688686649183097e+18,120.25709716796877,0.0785569846630096,-0.0239108403523762,-0.050614833831787,1.688686649183097e+18,120.25709716796877,-0.5784648656845093,-9.28913688659668,3.217748244603475,1.688686649183097e+18,120.25709716796877,-0.6628678838411967,-9.247721354166666,3.2056756814320884,1.6886866491787692e+18,120.25276912434896,-0.0064649907095978,-0.0497346116850772,-0.0122173047469307,1.6886866491787692e+18,120.25276912434896,-0.0075340047478675,-0.0451531239474812,-0.0099265599856152,,,,,,,,,,,,1.6886866491788856e+18,120.25288564453125,20.827839279174803,38.44219970703125,-21.247519302368165,1.6886866491788856e+18,120.25288564453125,-234.51815490722657,133.46799926757814,-153.97131958007813,1.688686649183097e+18,120.25709716796877,-0.2388614167769749,0.0173163935542106,-0.7304009993871053,0.6396559278170267,-1.7747031450271606,1.2305819193522136,2.144400676091512
0.3,1.688686649226352e+18,120.30035217285156,0.0954822599887847,-0.0126848220825194,0.0344634056091308,1.688686649226352e+18,120.30035217285156,-0.5650052428245544,-9.27936601638794,3.2979077100753784,1.688686649226352e+18,120.30035217285156,-0.6663335263729095,-9.249176502227783,3.2007569074630737,1.6886866492306844e+18,120.3046844889323,0.0250454743703205,0.08460483700037,-0.0247909476359684,1.6886866492306844e+18,120.3046844889323,0.0240273668120304,0.0891863256692886,-0.0223983923594156,,,,,,,,,,,,1.6886866492288852e+18,120.30288520507813,20.56431999206543,38.45195846557617,-21.16455955505371,1.6886866492288852e+18,120.30288520507813,-234.78167114257812,133.47775573730468,-153.88835754394532,1.688686649226352e+18,120.30035217285156,-0.23909343034029,0.0180183593183754,-0.7305048406124115,0.6394311189651489,-1.7760456800460815,1.231026530265808,2.1470924615859985
0.35,1.688686649269618e+18,120.34361775716144,-0.0883327722549438,0.120276133219401,0.1623058319091796,1.688686649269618e+18,120.34361775716144,-0.7473582824071249,-9.147761027018229,3.4221351941426597,1.688686649269618e+18,120.34361775716144,-0.6648715337117513,-9.250532468159994,3.197141965230306,1.688686649282593e+18,120.35659309895834,-0.0047851107859363,0.0454076488191882,-0.0283034232755501,1.688686649282593e+18,120.35659309895834,-0.0058541251346468,0.0499891402820745,-0.0260126783202091,,,,,,,,,,,,1.6886866492788856e+18,120.35288569335935,20.86443977355957,38.266519927978514,-21.320719528198243,1.6886866492788856e+18,120.35288569335935,-234.48155517578124,133.2923156738281,-154.04451904296874,1.688686649269618e+18,120.34361775716144,-0.2403248250484465,0.0196904800832271,-0.7304107348124186,0.6390275756518046,-1.7758334080378215,1.231441577275594,2.151106516520182
0.4,1.688686649321529e+18,120.395529296875,0.0039943059285481,0.0006494522094726,-0.0112602710723876,1.688686649321529e+18,120.395529296875,-0.6630112727483114,-9.263812700907389,3.257229804992676,1.688686649321529e+18,120.395529296875,-0.6728516022364298,-9.246957461039225,3.2058026790618896,1.688686649325848e+18,120.39984790039064,-0.0215330002829432,-0.0109192165546118,-0.0040469823870808,1.688686649325848e+18,120.39984790039064,-0.0226020133122801,-0.0064140852118726,-0.0016798791475594,,,,,,,,,,,,1.6886866493288858e+18,120.40288579101562,21.457359313964844,38.4421989440918,-21.123079681396483,1.6886866493288858e+18,120.40288579101562,-233.88863525390624,133.4679931640625,-153.8468780517578,1.688686649321529e+18,120.395529296875,-0.2408931305011113,0.019769803310434,-0.7306869824727377,0.6384953260421753,-1.7776798009872437,1.2303486267725627,2.1539343198140464
0.45,1.688686649373442e+18,120.44744197591145,0.0696670015652974,0.013165791829427,-0.0416296323140461,1.688686649373442e+18,120.44744197591145,-0.5994020700454712,-9.249256451924644,3.232304573059082,1.688686649373442e+18,120.44744197591145,-0.674915095170339,-9.244917551676432,3.2112468083699546,1.6886866493691177e+18,120.44311767578124,-0.006566801574081,0.0287106658021608,-0.024027365919513,1.6886866493691177e+18,120.44311767578124,-0.0076358155347406,0.0332412508626778,-0.0216348111474265,,,,,,,,,,,,1.6886866493788897e+18,120.452889453125,21.01083984375,38.49832000732422,-21.140159606933594,1.6886866493788897e+18,120.452889453125,-234.33515625,133.52411804199218,-153.86395874023438,1.688686649373442e+18,120.44744197591145,-0.2413566062847773,0.0198995278527339,-0.7307553887367249,0.6382377545038859,-1.7779539426167803,1.229725956916809,2.1550955772399902
