seconds_elapsed_rounded,accelerometer_time,accelerometer_seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometeruncalibrated_time,accelerometeruncalibrated_seconds_elapsed,accelerometeruncalibrated_z,accelerometeruncalibrated_y,accelerometeruncalibrated_x,gravity_time,gravity_seconds_elapsed,gravity_z,gravity_y,gravity_x,gyroscope_time,gyroscope_seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeuncalibrated_time,gyroscopeuncalibrated_seconds_elapsed,gyroscopeuncalibrated_z,gyroscopeuncalibrated_y,gyroscopeuncalibrated_x,location_time,location_seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_time,magnetometer_seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometeruncalibrated_time,magnetometeruncalibrated_seconds_elapsed,magnetometeruncalibrated_z,magnetometeruncalibrated_y,magnetometeruncalibrated_x,orientation_time,orientation_seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalacceleration_time,totalacceleration_seconds_elapsed,totalacceleration_z,totalacceleration_y,totalacceleration_x
-0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,1.6887025199983634e+18,-0.70663671875,0.0,0.4066811800003052,10.988654136657717,43.13249969482422,0.5772318243980408,68.69818115234375,43.400001525878906,-122.75355795,49.18767135,,,,,,,,,,,,,,,,,,,,,,,,
0.1,1.6887025208407854e+18,0.1357852783203125,-2.9408035278320312,-1.0249709486961365,-0.8081974983215332,1.688702520823487e+18,0.1184869384765625,6.592525482177734,2.0892332792282104,-2.185394823551178,1.6887025208407854e+18,0.1357852783203125,9.064172744750977,3.0123666524887085,-2.2302639484405518,1.6887025208061898e+18,0.10118974609375,0.9375865161418915,2.4407426595687864,-2.0794464111328126,1.6887025208148408e+18,0.10984075927734376,0.8003098294138908,2.4196754693984985,-2.1826597154140472,,,,,,,,,,,,1.6887025208186557e+18,0.11365585327148438,-49.5640230178833,-19.070124745368958,6.917399913072586,1.6887025208186557e+18,0.11365585327148438,-304.10482025146484,76.39487361907959,-126.2943983078003,1.6887025208407854e+18,0.1357852783203125,-0.8745720386505127,-0.08253906294703481,0.1766725480556488,0.4438525289297104,0.24985653162002558,-0.30601620674133295,2.2409720420837402,1.6887025208148383e+18,0.10983837890624999,6.9204020500183105,2.386720967292786,-2.2850259065628054
0.2,1.6887025209099978e+18,0.20499763997395834,-3.8733061949412027,-1.0756024718284607,-0.3902814785639445,1.6887025209099978e+18,0.20499763997395834,4.927419940630595,2.2978076338768005,-2.99711004892985,1.6887025209099978e+18,0.20499763997395834,8.794880072275797,3.3909145991007485,-2.6695159673690796,1.6887025209013445e+18,0.19634444173177082,0.4029165382186572,0.608396320293347,1.1035535062352817,1.6887025209013445e+18,0.19634444173177082,0.40194933364788693,0.6130541873474916,1.1058951889475186,,,,,,,,,,,,1.6887025209086566e+18,0.2036566650390625,-49.4539192199707,-17.50699987411499,12.081659889221191,1.6887025209086566e+18,0.2036566650390625,-303.9947174072266,77.95799713134765,-121.13013763427735,1.6887025209099978e+18,0.20499763997395834,-0.8622037569681803,-0.08769893770416574,0.20892675469319022,0.4522990882396698,0.3037463277578354,-0.3474111358324687,2.2293172677357993,1.6887025209099978e+18,0.20499763997395834,4.921438018480937,2.315155605475108,-3.059921622276306
0.30000000000000004,1.688702521005154e+18,0.300154150390625,-2.041128635406494,-0.0038870811462401456,-2.124522399902344,1.688702521005154e+18,0.300154150390625,6.508716869354248,4.142813491821289,-4.443830442428589,1.688702521005154e+18,0.300154150390625,8.543999481201173,4.164205169677734,-2.381995439529419,1.6887025210051553e+18,0.30015519205729163,0.8677849868933359,-0.3669263819853465,-1.1794280409812927,1.6887025210051553e+18,0.30015519205729163,0.8668432136376699,-0.3622431010007858,-1.1771118591229122,,,,,,,,,,,,1.688702521008656e+18,0.30365568847656255,-48.95005912780762,-21.70867919921875,10.474919700622559,1.688702521008656e+18,0.30365568847656255,-303.49085693359376,73.75631866455078,-122.73687744140625,1.688702521005154e+18,0.300154150390625,-0.8398303389549255,-0.12411639392375942,0.2205526083707809,0.47949092984199526,0.2819577157497406,-0.4332423686981201,2.1672724723815917,1.688702521005154e+18,0.300154150390625,6.502734756469726,4.160161352157592,-4.506642198562622
0.4,1.6887025211003108e+18,0.3953107503255208,-1.466172218322754,-4.36453906695048,1.220276087522507,1.6887025211003108e+18,0.3953107503255208,8.037291844685873,-2.901197701692581,-0.31066813816626865,1.6887025211003108e+18,0.3953107503255208,9.497618039449057,1.4808459096432973,-1.593631664911906,1.6887025211089664e+18,0.40396634928385416,-1.0474048107862473,-0.8957066188255945,-3.4218125343322754,1.6887025211089664e+18,0.40396634928385416,-1.0483974764744441,-0.8910487790902456,-3.4194963375727334,,,,,,,,,,,,1.6887025211086595e+18,0.40365932617187494,-53.16515884399414,-6.394019880890847,5.960919952392578,1.6887025211086595e+18,0.40365932617187494,-307.70595092773436,89.07097854614258,-127.25087509155273,1.6887025211003108e+18,0.3953107503255208,-0.8539608915646871,-0.0193325876413534,0.11254976379374658,0.5042139738798141,0.17599779367446897,-0.14768395262459913,2.0896716912587485,1.6887025211003108e+18,0.3953107503255208,8.031309843063354,-2.8838498294353485,-0.3734797388315201
0.5,1.6887025212041219e+18,0.49912178548177083,0.17007923126220703,-4.532019337018331,-4.408360918362935,1.6887025212041219e+18,0.49912178548177083,9.760024388631185,-6.0147585074106855,-5.646562933921814,1.6887025212041219e+18,0.49912178548177083,9.584099133809408,-1.4652344981829326,-1.3008894125620525,1.688702521204122e+18,0.49912226562500006,-1.9968268871307373,0.7136433241888881,-2.209621810913086,1.688702521204122e+18,0.49912226562500006,-1.9977431297302246,0.7183775279670954,-2.207331085205078,,,,,,,,,,,,1.6887025212086602e+18,0.5036601074218751,-53.01631889343262,7.801899838447571,4.679919910430908,1.6887025212086602e+18,0.5036601074218751,-307.55711059570314,103.26689758300782,-128.53187637329103,1.6887025212041219e+18,0.49912178548177083,-0.8951924939950308,0.10144043589631713,0.03083155211061235,0.43049673239390057,0.14343226701021194,0.1564097578326861,2.233365615208944,1.6887025212041219e+18,0.49912178548177083,9.754042307535807,-5.997410575548808,-5.70937450726827
0.6000000000000001,1.6887025213079288e+18,0.602928955078125,-1.1227741241455078,-2.3872366746266684,-8.470925569534302,1.6887025213079288e+18,0.602928955078125,7.65374231338501,-6.285346945126851,-10.327920913696289,1.6887025213079288e+18,0.602928955078125,8.770670413970947,-3.880605618158976,-1.919683039188385,1.6887025212992832e+18,0.5942831217447917,-2.1227312485376992,1.1944960802793503,-2.1223494609196982,1.6887025212992832e+18,0.5942831217447917,-2.1236730416615806,1.1991539349158604,-2.1200587352116904,,,,,,,,,,,,1.6887025213086564e+18,0.603656494140625,-49.061079025268555,19.029559230804445,8.121539831161499,1.6887025213086564e+18,0.603656494140625,-303.60187072753905,114.49455871582032,-125.09025726318359,1.6887025213079288e+18,0.602928955078125,-0.9154631892840067,0.2303027932842572,0.029647866263985582,0.3251559436321258,0.22341823826233542,0.4153767426808675,2.411794106165568,1.6887025213079288e+18,0.602928955078125,7.647760311762492,-6.267998854319255,-10.390732526779175
0.7000000000000001,1.6887025214117396e+18,0.7067396647135417,0.8277537822723389,1.698801596959432,-7.571492354075114,1.6887025214117396e+18,0.7067396647135417,8.09272567431132,-4.1706899007161455,-10.4019988377889,1.6887025214117396e+18,0.7067396647135417,7.259125868479411,-5.85198696454366,-2.8931944767634072,1.6887025214030902e+18,0.6980902506510417,-0.1571196379760901,2.5568273663520817,-1.9575940171877544,1.6887025214030902e+18,0.6980902506510417,-0.15808683882157007,2.5614852209885917,-1.9552523692448933,,,,,,,,,,,,1.6887025214086564e+18,0.703656396484375,-41.71545944213867,28.973779296875,12.226839637756347,1.6887025214086564e+18,0.703656396484375,-296.2562561035156,124.43877792358398,-120.98495712280274,1.6887025214117396e+18,0.7067396647135417,-0.8936382333437601,0.3560110032558441,0.06496075664957361,0.2600867922107379,0.3915839393933614,0.6477324465910593,2.4392213026682534,1.6887025214117396e+18,0.7067396647135417,8.086743434270224,-4.153341929117839,-10.464810530344645
0.8,1.6887025215068925e+18,0.8018924804687501,3.527069854736328,4.5638199806213375,-1.3664979934692383,1.6887025215068925e+18,0.8018924804687501,9.054201602935791,-1.9018154487013816,-6.187480449676514,1.6887025215068925e+18,0.8018924804687501,5.521285724639893,-6.448130989074707,-4.883669853210449,1.688702521506898e+18,0.8018978271484375,0.34608061114947003,2.875495433807373,-0.23411410053571066,1.688702521506898e+18,0.8018978271484375,0.3450879553953807,2.8801787296930947,-0.23179790874322256,,,,,,,,,,,,1.688702521508657e+18,0.80365693359375,-32.340979385375974,32.893639373779294,23.36299934387207,1.688702521508657e+18,0.80365693359375,-286.88177490234375,128.35863647460937,-109.84879608154297,1.6887025215068925e+18,0.8018924804687501,-0.8519251942634583,0.43580960035324096,0.17821526825428005,0.22636704146862022,0.7338374972343444,0.7241501092910767,2.333086538314819,1.6887025215068925e+18,0.8018924804687501,9.048219585418702,-1.8844674862921238,-6.250292015075684
0.9,1.6887025216020552e+18,0.8970551757812499,-0.5369803508122762,1.901973009109497,-1.3168067932128906,1.6887025216020552e+18,0.8970551757812499,4.171985983848572,-3.918845216433207,-7.590332428614299,1.6887025216020552e+18,0.8970551757812499,4.703120311101277,-5.803313652674357,-6.336213270823161,1.688702521610703e+18,0.905703125,1.1384746581315994,1.369890809059143,0.9263262450695038,1.688702521610703e+18,0.905703125,1.1375074336926143,1.3745485941569011,0.928616980711619,,,,,,,,,,,,1.6887025216086577e+18,0.9036575927734376,-27.66349925994873,29.056739616394044,32.358059310913085,1.6887025216086577e+18,0.9036575927734376,-282.20429077148435,124.52173767089843,-100.8537384033203,1.6887025216020552e+18,0.8970551757812499,-0.8357080618540446,0.4241020331780115,0.2893875514467557,0.1926101272304852,0.9400552213191986,0.6408935884634653,2.3552958170572915,1.6887025216020552e+18,0.8970551757812499,4.166003902753194,-3.9014972448349,-7.653144121170044
