,seconds_elapsed_rounded,accelerometer_time,accelerometer_seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,accelerometeruncalibrated_time,accelerometeruncalibrated_seconds_elapsed,accelerometeruncalibrated_z,accelerometeruncalibrated_y,accelerometeruncalibrated_x,gravity_time,gravity_seconds_elapsed,gravity_z,gravity_y,gravity_x,gyroscope_time,gyroscope_seconds_elapsed,gyroscope_z,gyroscope_y,gyroscope_x,gyroscopeuncalibrated_time,gyroscopeuncalibrated_seconds_elapsed,gyroscopeuncalibrated_z,gyroscopeuncalibrated_y,gyroscopeuncalibrated_x,location_time,location_seconds_elapsed,location_bearingAccuracy,location_speedAccuracy,location_verticalAccuracy,location_horizontalAccuracy,location_speed,location_bearing,location_altitude,location_longitude,location_latitude,magnetometer_time,magnetometer_seconds_elapsed,magnetometer_z,magnetometer_y,magnetometer_x,magnetometeruncalibrated_time,magnetometeruncalibrated_seconds_elapsed,magnetometeruncalibrated_z,magnetometeruncalibrated_y,magnetometeruncalibrated_x,orientation_time,orientation_seconds_elapsed,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,totalacceleration_time,totalacceleration_seconds_elapsed,totalacceleration_z,totalacceleration_y,totalacceleration_x
0,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,1.6887552597827512e+18,-1.283248779296875,0.0,0.0,2.151979923248291,8.37600040435791,1.4560513496398926,353.59747314453125,325.1000061035156,-122.9198344,49.2794414,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.688755261089027e+18,0.02302703857421875,7.6021469831466675,4.278516530990601,-1.6980067789554596
2,0.1,1.6887552612014828e+18,0.13548291015625002,-0.2949986457824707,0.35361313819885254,-0.15115714073181152,1.688755261184181e+18,0.11818115234375,9.636694590250652,4.269992033640544,-2.2301106452941895,1.6887552612014902e+18,0.135490234375,8.671504974365234,4.0089545249938965,-2.2292144298553467,1.6887552611798482e+18,0.11384804687500001,0.6342308491468429,1.172067129611969,-1.2271977484226226,1.6887552611885048e+18,0.1225047607421875,0.7454846873879433,1.3019829392433167,-1.3519593179225922,,,,,,,,,,,,1.688755261184055e+18,0.1180548095703125,-25.691166241963703,-29.133599281311035,31.337732632954914,1.688755261184055e+18,0.1180548095703125,-280.2197621663411,64.18419965108235,-100.66626485188802,1.6887552612101294e+18,0.14412939453125,0.8514595031738281,0.2418203055858612,-0.0181917529553174,0.4649824500083923,0.2822282612323761,-0.4059401452541351,-2.083447933197021,1.6887552611668782e+18,0.10087817382812499,9.407382011413574,4.579503679275513,-2.624088907241821
3,0.2,1.6887552612706972e+18,0.20469746907552086,-1.494466225306193,0.9507242838541666,-1.2912882566452026,1.688755261262045e+18,0.1960447998046875,6.679165601730347,5.523332595825195,-3.747858166694641,1.688755261262045e+18,0.1960447998046875,8.51945161819458,4.289865414301555,-2.2771785457928977,1.688755261266372e+18,0.20037216796875001,0.3484680803492665,-0.39434405565261843,0.5091256380081177,1.688755261266372e+18,0.20037216796875001,0.34742960836738346,-0.3900985479354858,0.51141636967659,,,,,,,,,,,,1.6887552612640614e+18,0.1980614013671875,-24.35851936340332,-30.07665958404541,31.6943790435791,1.6887552612640614e+18,0.1980614013671875,-278.8871124267578,63.24113883972168,-100.30961685180664,1.6887552612706972e+18,0.20469746907552086,0.8539474407831827,0.25642049064238864,-0.00910715537611395,0.4525132377942403,0.27774428576231,-0.44419408837954205,-2.104047695795695,1.688755261262045e+18,0.1960447998046875,6.673183441162109,5.540680487950643,-3.8106698195139566
4,0.30000000000000004,1.688755261365865e+18,0.29986494140625003,0.07075567245483401,-1.031132125854492,0.5304699420928956,1.6887552613658647e+18,0.29986494954427084,8.013662735621134,3.236292600631714,-1.0410772636532784,1.6887552613658647e+18,0.29986494954427084,8.553809324900309,4.48154338200887,-1.7034282088279724,1.6887552613615409e+18,0.2955406494140625,0.6319909940163294,-0.16213381787141162,0.3719405581553777,1.6887552613615409e+18,0.2955406494140625,0.6309219847122828,-0.1578832132120927,0.37425676733255386,,,,,,,,,,,,1.6887552613640637e+18,0.29806379394531246,-25.915239524841308,-31.732199287414552,28.785899543762206,1.6887552613640637e+18,0.29806379394531246,-280.44383544921874,61.58559875488281,-103.21809768676758,1.688755261365865e+18,0.29986494140625003,0.8639082193374634,0.24936226308345794,0.01476751258596774,0.43714010119438174,0.21634360551834103,-0.45980663895606994,-2.1540237426757813,1.6887552613658647e+18,0.29986494954427084,8.007680654525757,3.253640611966451,-1.103888861835003
5,0.4,1.688755261461031e+18,0.39503100585937495,-2.777066787083944,0.435285210609436,-0.07913469274838765,1.6887552614696817e+18,0.4036815592447917,5.44058084487915,6.1170516808827715,-1.8081763337055843,1.6887552614696817e+18,0.4036815592447917,8.221428473790487,5.1814539432525635,-1.2651630143324535,1.6887552614653576e+18,0.39935758463541665,0.5106324386239672,-0.34279722596208256,-0.49093201756477356,1.6887552614653576e+18,0.39935758463541665,0.5095634285244159,-0.3385465970883767,-0.4886158406734467,,,,,,,,,,,,1.6887552614640558e+18,0.39805590820312503,-23.200739288330077,-35.49589920043945,25.95793914794922,1.6887552614640558e+18,0.39805590820312503,-277.7293365478516,57.82189865112305,-106.04605865478516,1.688755261461031e+18,0.39503100585937495,0.8661157091458639,0.2820231964190801,0.04450127109885212,0.4098689754803975,0.18237989147504166,-0.552780399719874,-2.205500602722168,1.6887552614696817e+18,0.4036815592447917,5.434598724047343,6.134399652481079,-1.8709879020849864
6,0.5,1.6887552615648515e+18,0.4988517659505208,-0.20967562993367514,0.9661599397659302,-4.445202171802521,1.688755261564845e+18,0.4988451171875,9.061978149414063,5.341617631912231,-6.722874355316162,1.688755261564845e+18,0.4988451171875,8.737347030639649,3.9312536239624025,-1.8921669840812683,1.6887552615691756e+18,0.5031756591796875,-1.4704290280739467,2.872135668992996,0.12754355991880106,1.6887552615691756e+18,0.5031756591796875,-1.4714980572462082,2.8763608038425446,0.12983432784676543,,,,,,,,,,,,1.6887552615640622e+18,0.49806203613281247,-26.354439163208006,-30.619559288024902,28.374759483337403,1.6887552615640622e+18,0.49806203613281247,-280.88303527832034,62.698239135742185,-103.62923889160156,1.6887552615648515e+18,0.4988517659505208,0.871544231971105,0.2351285070180893,-0.012338605709373951,0.4264149417479833,0.245865561068058,-0.408920481801033,-2.1795721848805747,1.688755261564845e+18,0.4988451171875,9.055996322631836,5.358965682983398,-6.785686063766479
7,0.6000000000000001,1.6887552616686666e+18,0.6026666666666666,-5.266037384668986,-4.405072172482808,0.6974532604217529,1.688755261660019e+18,0.5940189615885417,0.5471587715049585,-0.23499508698781332,-6.417949199676514,1.688755261660019e+18,0.5940189615885417,6.334412574768066,3.60448427995046,-6.271003007888794,1.6887552616643428e+18,0.598342724609375,-2.4308160543441772,6.291301155090332,-1.146594077348709,1.6887552616643428e+18,0.598342724609375,-2.431854557991028,6.295546627044677,-1.144303348660469,,,,,,,,,,,,1.6887552616640596e+18,0.5980595703125,-5.685199880599976,-25.82007942199707,41.46901893615723,1.6887552616640596e+18,0.5980595703125,-260.2137939453125,67.49771881103516,-90.53497848510742,1.6887552616686666e+18,0.6026666666666666,0.7864610254764557,0.35022178788979846,-0.2557720318436622,0.42669062813123065,0.8494356473286947,-0.34211254119873047,-1.9997666279474895,1.688755261660019e+18,0.5940189615885417,0.5411767189701399,-0.21764721473058066,-6.48076065381368
8,0.7000000000000001,1.6887552617724826e+18,0.7064823811848958,4.503192047278087,-8.819501797358194,1.9174636999766033,1.6887552617638372e+18,0.697837158203125,5.849454383055369,-8.8118683497111,-6.860521713892619,1.6887552617638372e+18,0.697837158203125,2.8962724606196084,0.22587001696228984,-9.313986460367838,1.6887552617595123e+18,0.6935121663411458,-2.2734622160593667,2.3333270847797394,-3.7242672443389893,1.6887552617595123e+18,0.6935121663411458,-2.2745312650998435,2.337577591339747,-3.7219510475794473,,,,,,,,,,,,1.6887552617640604e+18,0.6980604736328125,13.156479835510254,-15.605019760131835,45.83295936584473,1.6887552617640604e+18,0.6980604736328125,-241.3721160888672,77.7127784729004,-86.17103958129883,1.6887552617724826e+18,0.7064823811848958,0.7001916666825613,0.276710477968057,-0.5353199541568756,0.37666793167591095,1.3013077179590862,0.014637563688059666,-2.167778968811035,1.6887552617638372e+18,0.697837158203125,5.843472381432851,-8.794520616531372,-6.923333168029785
9,0.8,1.6887552618676518e+18,0.8016519531249999,13.978693962097168,3.039890503883362,-7.692448234558105,1.6887552618676544e+18,0.8016545003255208,15.204294363657633,-0.7188438177108765,-16.041782061258953,1.6887552618676544e+18,0.8016545003255208,1.8805104494094849,-2.820468326409658,-9.1475248336792,1.6887552618633306e+18,0.7973304036458333,-2.3749167720476785,0.8964447242518266,-2.626567820707957,1.6887552618633306e+18,0.7973304036458333,-2.3759603798389435,0.9006698752442995,-2.62425164381663,,,,,,,,,,,,1.6887552618640594e+18,0.798059423828125,11.681499767303468,-9.548939895629882,47.083459091186526,1.6887552618640594e+18,0.798059423828125,-242.84709625244142,83.76885833740235,-84.92053756713867,1.6887552618676518e+18,0.8016519531249999,0.6830218434333801,0.10092725530266755,-0.6348502159118652,0.34293754100799556,1.3932068347930908,0.3017807245254516,-2.46698260307312,1.6887552618676544e+18,0.8016545003255208,15.198312163352966,-0.7014959255854286,-16.104593912760418
