time,relativeAltitude,pressure
-0.533155029296875,0.0,977.9540252685548
0.497274169921875,-0.029052734375,977.9576110839844
1.52768603515625,-0.058135986328125,977.9611206054688
2.558131103515625,-0.132110595703125,977.9695129394532
3.58855517578125,-0.169097900390625,977.973861694336
3.78402294921875,-0.169097900390625,977.973861694336
4.847674072265625,-0.16644287109375,977.9737854003906
5.91130712890625,-0.16644287109375,977.9737091064452
6.974949951171875,-0.132110595703125,977.9694366455078
8.038530029296876,-0.097747802734375,977.9656219482422
9.102161865234375,-0.087188720703125,977.964324951172
10.165765869140625,-0.044921875,977.9595184326172
11.229400146484377,-0.0211181640625,977.95654296875
12.293028076171876,0.0,977.9540252685548
13.356672119140624,0.0369873046875,977.9497528076172
14.42031591796875,0.055511474609375,977.9475402832032
15.483865966796875,0.07928466796875,977.9450988769532
16.5473798828125,0.129486083984375,977.939224243164
17.61091796875,0.15325927734375,977.9361724853516
18.674486083984377,0.203460693359375,977.9305267333984
19.738092041015623,0.240447998046875,977.9261016845704
20.801701904296873,0.25103759765625,977.9249572753906
21.8652490234375,0.253662109375,977.9244232177734
22.928745849609378,0.28802490234375,977.9205322265624
23.99226611328125,0.409576416015625,977.9062652587892
25.0558369140625,0.63946533203125,977.879638671875
26.119487060546874,0.964447021484375,977.8416442871094
27.1831162109375,1.263031005859375,977.8067016601562
28.2467529296875,1.56689453125,977.7713775634766
29.310326904296875,1.588043212890625,977.7689361572266
30.373900146484377,1.588043212890625,977.7689361572266
31.437506103515624,1.27362060546875,977.8054809570312
32.501058837890625,0.97503662109375,977.840576171875
33.56464794921875,0.6790771484375,977.8749084472656
34.62823095703125,0.356719970703125,977.9125213623048
35.691797119140624,0.25103759765625,977.9247283935548
36.7553740234375,0.25103759765625,977.9247283935548
37.81894604492187,0.264251708984375,977.9233551025392
38.8824951171875,0.285369873046875,977.9206848144532
39.94600610351562,0.354095458984375,977.9127502441406
41.00955908203125,0.404296875,977.9069519042968
42.07314794921875,0.438629150390625,977.9029083251952
43.13675708007813,0.46240234375,977.9002380371094
44.20039208984375,0.46240234375,977.9002380371094
45.26396020507813,0.436004638671875,977.9031372070312
46.327546875,0.409576416015625,977.9064178466796
47.39110791015625,0.39898681640625,977.9075622558594
48.45463403320313,0.39898681640625,977.9075622558594
49.5181240234375,0.4862060546875,977.897491455078
50.58159521484375,0.700225830078125,977.872314453125
51.64506396484375,0.89312744140625,977.8500366210938
52.70855493164063,0.895751953125,977.849578857422
53.77210205078125,0.89312744140625,977.8500366210938
54.835696044921875,0.800628662109375,977.8607940673828
55.89931298828125,0.5760498046875,977.8870391845704
56.96290014648437,0.3355712890625,977.9148864746094
58.026507080078126,0.32501220703125,977.916259765625
59.09009497070313,0.28802490234375,977.920379638672
60.1536650390625,0.28009033203125,977.9213714599608
61.21728295898438,0.2774658203125,977.921905517578
62.28088720703125,0.266876220703125,977.9231262207032
63.344424072265625,0.2615966796875,977.923583984375
64.40802392578125,0.2615966796875,977.923583984375
65.47167016601563,0.28009033203125,977.9213714599608
66.53519018554688,0.346160888671875,977.9137420654296
67.59876416015625,0.55224609375,977.8897094726562
68.6623349609375,0.827056884765625,977.8577423095704
69.72592016601563,1.10186767578125,977.8255462646484
70.7895380859375,1.405731201171875,977.7901458740234
71.853126953125,1.405731201171875,977.7901458740234
72.91669287109374,1.2471923828125,977.8085327148438
73.98025,0.988250732421875,977.8388214111328
75.0438720703125,0.745147705078125,977.8672790527344
76.10747900390625,0.457122802734375,977.9009246826172
77.17106689453125,0.42279052734375,977.9047393798828
78.23460693359375,0.42279052734375,977.9047393798828
79.29822290039063,0.499420166015625,977.8958892822266
80.36188671875,0.5760498046875,977.886962890625
81.42552026367187,0.737213134765625,977.868194580078
82.48910913085938,0.9697265625,977.8408813476562
83.5527099609375,1.18377685546875,977.8160095214844
84.61628100585938,1.18377685546875,977.8160095214844
85.67986596679688,1.088653564453125,977.8269958496094
86.74349291992188,0.919525146484375,977.8469848632812
87.8071298828125,0.66058349609375,977.8771209716796
88.87073583984375,0.346160888671875,977.9137420654296
89.93435083007813,0.28802490234375,977.9205322265624
90.99796899414062,0.28802490234375,977.9205322265624
92.06157397460936,0.290679931640625,977.9202270507812
93.1251611328125,0.3355712890625,977.914810180664
94.188787109375,0.46771240234375,977.8996276855468
95.25237280273436,0.478271484375,977.898406982422
96.31603002929688,0.48883056640625,977.8970336914062
97.37969116210938,0.48883056640625,977.8970336914062
98.44328295898435,0.45977783203125,977.9004669189452
99.50692407226562,0.37786865234375,977.91015625
100.57050610351564,0.372589111328125,977.9105377197266
101.63410302734376,0.37786865234375,977.91015625
102.69772509765625,0.391082763671875,977.9087066650392
103.76135302734374,0.393707275390625,977.9083251953124
104.82498999023436,0.393707275390625,977.9083251953124
105.888578125,0.383148193359375,977.9093933105468
106.95217114257812,0.364654541015625,977.9116058349608
108.015712890625,0.356719970703125,977.9124450683594
109.07926098632812,0.346160888671875,977.9138946533204
110.14278100585938,0.327667236328125,977.9159545898438
111.20632104492188,0.311798095703125,977.9176330566406
112.26988916015624,0.301239013671875,977.9191589355468
113.33344018554688,0.301239013671875,977.9191589355468
114.39697583007812,0.36199951171875,977.9119873046876
115.46060791015626,0.57073974609375,977.8875732421876
116.52415600585938,0.67645263671875,977.8753662109376
117.58764916992187,0.6949462890625,977.8731536865234
118.6511728515625,0.702880859375,977.8720092773438
119.71476098632812,0.702880859375,977.8720092773438
120.7782958984375,0.5311279296875,977.8923034667968
121.8417919921875,0.50469970703125,977.895278930664
122.90535986328123,0.50469970703125,977.895278930664
