time,z,y,x
0.12712451171875,1.6530909123561162,-1.7590641772362714,-0.1353899344361594
0.144446044921875,1.628401886212455,-1.7897296827641596,-0.19851865974633098
0.1617373046875,1.6055129710334057,-1.8188342185024247,-0.2616978106716262
0.179038818359375,1.584418925194515,-1.846268503320416,-0.3248110000248517
0.19633935546875,1.565107085320316,-1.8719291374632332,-0.3877396240585136
0.21365234375,1.5475574765562248,-1.8957189760517756,-0.4503632012331159
0.23095654296875,1.5317429547657968,-1.9175474792931337,-0.512559725208533
0.248261474609375,1.517629379985379,-1.9373310380495914,-0.574206030792288
0.265551513671875,1.5051758203266004,-1.9549932735123685,-0.6351781715033242
0.28284716796875,1.49433478537919,-1.9704653098292226,-0.6953518073402282
0.30015478515625,1.4850524880327753,-1.9836860186427137,-0.7546026012792004
0.317455078125,1.4772691335073564,-1.9946022346078247,-0.8128066229696884
0.33476220703125,1.4709192342586899,-2.00316894107344,-0.8698407580448482
0.352052734375,1.4659319493071665,-2.0093494252310857,-0.9255831214201535
0.369364990234375,1.4622314464279609,-2.013115402156237,-0.9799134729167441
0.386654296875,1.4597372855362523,-2.014447107291613,-1.032713633516753
0.403953857421875,1.4583648215050766,-2.0133333570477476,-1.083867900536046
0.421267822265625,1.4580256245651761,-2.0097715773233373,-1.1332634599856632
0.43857080078125,1.458627916356275,-2.003767799875731,-1.1807907943869411
0.455870849609375,1.4600770196283974,-1.995336626600018,-1.226344084306794
0.47316796875,1.4622758195299876,-1.9845011619029413,-1.2698216018891246
0.490473876953125,1.4651252343672374,-1.9712929134846982,-1.3111260946756342
0.50777587890625,1.4685246936764749,-1.955751661967192,-1.350165158034543
0.5250654296875,1.4723726214188892,-1.937925299930913,-1.3868515945487303
0.542376708984375,1.476566922083972,-1.9178696410435694,-1.4211037587554736
0.55967138671875,1.481005467476182,-1.895648200082034,-1.4528458856782036
0.576982421875,1.4855865819567236,-1.8713319447636598,-1.482008401646214
0.594270751953125,1.4902095239208921,-1.8449990204140352,-1.5085282159609812
0.611583984375,1.4947749613097112,-1.8167344486046941,-1.5323489920372655
0.628878173828125,1.4991854389832404,-1.7866298009959072,-1.5534213967233355
0.64618701171875,1.5033458358216687,-1.754782849716239,-1.5717033265870244
0.6634765625,1.5071638094688178,-1.7212971957013037,-1.5871601100426675
0.68078564453125,1.5105502266909332,-1.686281876499037,-1.5997646842878153
0.69809033203125,1.5134195773913117,-1.6498509551273153,-1.6094977461176065
0.71539697265625,1.515690370397911,-1.6121230916415388,-1.6163478757883856
0.732693115234375,1.5172855092267032,-1.5732210991347866,-1.6203116332100929
0.749995361328125,1.5181326461171343,-1.533271485950729,-1.6213936258586947
0.76729541015625,1.518164512737927,-1.492403985939839,-1.6196065479149273
0.784587646484375,1.5173192260704462,-1.450751078631946,-1.6149711902534385
0.8018876953125,1.5155405680929899,-1.408447501233099,-1.6075164210264434
0.819198486328125,1.5127782380117856,-1.3656297543814768,-1.5972791367078398
0.8364931640625,1.5089880759127143,-1.3224356036159883,-1.5843041835866138
0.85380078125,1.5041322568413236,-1.2790035785219578,-1.568644249822037
0.87109765625,1.4981794544566704,-1.23547247152086,-1.5503597282967496
