time,yaw,qx,qz,roll,qw,qy,pitch
0.01983251953125,0.952834404437192,0.0584806158382801,0.4682252522098105,0.3084062543497625,0.8584151021292059,0.2011683940367173,0.2929580797529696
0.0298544921875,0.9467646196800368,0.0607635053767017,0.4669283914536482,0.3321980738478019,0.8556879751088008,0.214671348357744,0.3093730347936267
0.039876708984375,0.937430598047317,0.0645155986243796,0.4644060889890309,0.3554769552331456,0.8532848613066186,0.228187924490397,0.3278878147676292
0.049898681640625,0.9243184668969118,0.0696650240243519,0.4603065669111778,0.375717265956642,0.8517977421965377,0.2402193756045778,0.346736275098071
0.05992041015625,0.9087374652364956,0.0761691570923619,0.4549029326665519,0.3883464359511883,0.8517953813216942,0.2484072539770401,0.3637308338785805
0.069941650390625,0.8912079740165458,0.0838501848111091,0.4484772950249068,0.3956266122847869,0.8528529565444105,0.2539273801717996,0.3798542205263128
0.079963623046875,0.8710739666644017,0.0920729985665111,0.4408391725800367,0.4008086225423518,0.8547216427218193,0.2581360071369465,0.3951931915564572
0.089985595703125,0.8482052188489062,0.0998944341395048,0.4319071005379823,0.4053850893694957,0.857410497940026,0.2613898943911879,0.4083476455304564
0.100007568359375,0.8236335547333412,0.10707011581411,0.4219111139902578,0.4070167397202287,0.8611699207596746,0.2625135381629891,0.4179917103736707
0.110029541015625,0.7986329834717306,0.113795784408252,0.411001344638593,0.4006892607684286,0.8665663357260464,0.2592127975331797,0.4227795033967443
0.120050537109375,0.7747338480642361,0.1200365621143717,0.3995590515956707,0.3833938692029024,0.8737018113621156,0.2501780783148594,0.4220968380689932
0.13007275390625,0.753097926372421,0.1256937362354309,0.3879940920178642,0.3541688002761228,0.8822776367944835,0.2350486500753701,0.4160914789946061
0.1400947265625,0.7334547955536811,0.1300976431662051,0.3763891216913104,0.3158918543179943,0.8917232568012624,0.2150243509976838,0.4048575621025547
0.15011669921875,0.7153833788689321,0.1319699036557484,0.3651659687966525,0.2762815850343617,0.900983566473342,0.19356216871051,0.3888992189747723
0.160138671875,0.7002540078676398,0.1304536672137546,0.3558291096376161,0.2459289320840151,0.9085147756625858,0.1759784856102004,0.3707072222355463
0.170159423828125,0.689656651491262,0.1270539855711924,0.3490748892749676,0.2226859589341778,0.9142224084790656,0.1618682778095167,0.3525792099655334
0.180181640625,0.6847547957893402,0.122421257984528,0.3453855605558236,0.2053268997455292,0.9181227978761184,0.1509053374941099,0.3352831272247396
0.19020361328125,0.6855050425209934,0.1174141974334555,0.344614103839498,0.1916394318435081,0.9204555430095672,0.142185642259657,0.3195585111114871
0.2002255859375,0.6905796073620094,0.1128789661681351,0.3460222326928362,0.1794744860552273,0.9216155844843468,0.134727662815252,0.3060552576816309
0.210247802734375,0.6987518598000957,0.1100928720924401,0.3488746005257364,0.1656951694310803,0.9219443083297092,0.1272195704590277,0.2960730167442827
0.2202685546875,0.7094595017678287,0.1092067255546035,0.3529484855242803,0.1512555803853325,0.9214440399336088,0.1201756760480952,0.290141087490437
0.23029052734375,0.7217712958637527,0.1096225446783409,0.3579305195092792,0.1390524526856678,0.9201501605003324,0.1148582833598794,0.2879226214247996
0.2403125,0.7340118871158903,0.1100237897294595,0.3631869581319285,0.1323465090160488,0.918343499328617,0.1124067081700436,0.2876802432079552
0.250334716796875,0.7446350071000667,0.1098129664057756,0.367914989351805,0.1297230598625387,0.9165650268471328,0.1117513042302709,0.2874746438725569
0.260356689453125,0.7541491009699642,0.1087031036419299,0.372101440133044,0.1267597399775989,0.9151601133119444,0.1104818651102165,0.2850260095050689
0.27037744140625,0.7629653870879627,0.1054128627661218,0.3759709465021628,0.1241125743041468,0.9142047447405488,0.1084606676269846,0.2778554657187306
0.280399658203125,0.7690359242941883,0.0997349970431824,0.3785765034174155,0.1215459735565006,0.9141356152544224,0.1053037055833944,0.2651703243289276
0.290421875,0.7734596531160155,0.0937719097375835,0.3802122143225064,0.1144994799310602,0.9147392097593036,0.0994873371199743,0.249795990438171
0.300443603515625,0.778745641785265,0.0887845182287961,0.3820998076081431,0.1035831825707713,0.915233681816135,0.0920014409073461,0.2349811244772494
0.3104658203125,0.7847482949522473,0.0847401419778286,0.38438408474053,0.0931670608471219,0.9153232861229208,0.0851535771588942,0.2224220059101944
0.32048681640625,0.791724879723669,0.0817594423035785,0.3872561583696393,0.0853981461561214,0.9148337363925684,0.0801703731482245,0.2132992558080808
0.3305087890625,0.8002053892603913,0.0798355837053406,0.3909787317778971,0.081426436736816,0.9136312305121592,0.0777167139078502,0.2081515767168224
0.34053076171875,0.810943011551318,0.0788458313076576,0.395839725767292,0.0803720110296598,0.9116544799755756,0.0773326504555711,0.20644631897554
0.350552734375,0.8241574914581846,0.0793101030240669,0.4017511987941001,0.0778175467408661,0.9090619033315992,0.0768913003938861,0.2074629626204792
0.36057470703125,0.838942167248089,0.0818190566857303,0.4080991525238441,0.0691468266997515,0.9062373621777634,0.0741248866988828,0.2103432320324049
0.370595947265625,0.8522535845634452,0.0867879064784961,0.413406701768078,0.0530408219394379,0.9038202217657322,0.0683499874532826,0.2150476853483199
0.38061767578125,0.8619250696610612,0.09448410162354,0.4166586287725803,0.0306033085965771,0.902134546910713,0.0601793764159934,0.2224534273047023
0.3906396484375,0.8682867208062004,0.1051762311504371,0.4178647685497498,0.001634846420722,0.9010332490254572,0.0496593761651987,0.2331427369405452
0.400661865234375,0.874005725633991,0.1187305978639805,0.418026442711347,-0.0344173899096176,0.8998979584695256,0.036613668219591,0.2467996185650283
0.41068359375,0.8834827926157671,0.1342638553626485,0.4190087720278941,-0.0767440611902772,0.8977449594591205,0.021422176411158,0.262009050927784
0.420704833984375,0.898278093690079,0.1508254961095108,0.421459129965041,-0.1247135472887383,0.8942071543697321,0.0041810375744192,0.2767832492292719
0.43072705078125,0.9170692481437084,0.1678534231108218,0.4247136038920684,-0.1789570704154724,0.8894916352573258,-0.0157561864625523,0.2892408564711275
0.440748779296875,0.9379178077915166,0.1854211351229249,0.4277305584666246,-0.241282814430099,0.8838029741787956,-0.039470743820972,0.2983942709618264
0.450770751953125,0.9604049540290724,0.2042204828862627,0.430041631938681,-0.3126681678022352,0.8768410580574137,-0.0671421169625472,0.3051015087577191
