time,relativeAltitude,pressure
-0.53014013671875,0.0,1010.3046417236328
0.50072119140625,-0.0396366119384765,1010.3094482421876
1.531589111328125,-0.0819129943847656,1010.3143310546876
2.562429931640625,-0.3435020446777344,1010.3458404541016
3.59328125,-0.3910636901855469,1010.3516387939452
3.7881162109375,-0.6420841217041016,1010.3814697265624
4.8521611328125,-0.6922893524169922,1010.3876495361328
5.916221923828125,-1.120344161987305,1010.4389190673828
6.980267333984375,-1.6514511108398438,1010.502471923828
8.044293212890626,-2.330526351928711,1010.583953857422
9.10835498046875,-3.1549301147460938,1010.6829071044922
10.17242529296875,-4.050676345825195,1010.7902526855468
11.236527099609376,-4.85394287109375,1010.8863067626952
12.300610107421877,-5.699483871459961,1010.9877777099608
13.364675048828126,-6.455188751220703,1011.0785675048828
14.42876904296875,-7.089344024658203,1011.1544799804688
15.492864990234375,-7.778989791870117,1011.2372589111328
16.5569052734375,-8.502985000610352,1011.3240051269532
17.620927001953124,-9.1371431350708,1011.400146484375
18.685010986328123,-9.76601505279541,1011.4755249023438
19.7490810546875,-10.39752960205078,1011.5512847900392
20.8131240234375,-10.931278228759766,1011.6153717041016
21.8771650390625,-11.420106887817385,1011.6738891601562
22.94119189453125,-11.898366928100586,1011.7314910888672
24.00522998046875,-12.278861045837402,1011.7769622802734
