time,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
-18.8759990234375,65.92133903503418,-0.9999999999999998,-1.0,49.18918236990355,85.3313388824463,-1.0000000000000275,35.0,24.574003219604492,-122.84794719129856,-1.0
0.0161689453125,65.9213390350342,-1.0,-1.0,49.18918236990353,85.33133888244629,-1.0,35.0,24.57400321960449,-122.84794719129859,-0.9999999999999998
0.526673095703125,65.62056350708008,-1.0,-0.9999999999999931,49.18919784370954,85.0305633544922,-1.0,34.99999999999999,24.596506118774414,-122.84792582966243,-0.9999999999999998
1.43635107421875,68.30072021484375,0.5600000023841859,60.31435429601279,49.18923300229869,87.71072006225586,229.21875,4.311911185225491,11.999999999999996,-122.84795324329554,0.4600000083446504
2.01135205078125,68.50067138671875,1.059999942779541,80.3230587902958,49.18923120018951,87.91067123413086,229.21875,4.316613432221765,11.999999999999998,-122.8479563445997,0.46000000834465044
3.011357177734375,73.05108642578126,1.1000000238418577,68.26110864059339,49.189254669518384,92.46108627319336,355.78125,5.2883531135023185,8.0,-122.84795776952326,0.46000000834465027
4.0113623046875,75.88580322265624,0.8899999856948853,75.18269257189004,49.18927176860088,95.29580307006836,269.296875,4.961290640407085,8.0,-122.84796548087417,0.46000000834465027
5.011367431640625,72.89312744140624,1.0599999427795412,81.23070213853127,49.18928467673175,92.30312728881835,209.88281249999997,4.70687856412809,8.000000000000002,-122.84796640288354,0.46000000834465027
6.011373046875,71.78607177734375,0.8399999737739563,91.89831015031064,49.189296118029574,91.19607162475586,194.76562500000003,4.362508057698503,7.999999999999998,-122.84796833072124,0.20000000298023252
7.011215576171875,70.87860107421875,0.8100000023841859,77.14292271273786,49.18930634395144,90.28860092163086,140.97656250000003,4.301157502178087,7.9999999999999964,-122.84796439122677,0.4000000059604646
8.011219482421875,70.34655761718751,0.9800000190734868,97.35040620243575,49.18931749188268,89.75655746459962,86.83593749999997,4.2692234899545305,5.999999999999999,-122.8479622119319,2.153159805333637e-16
9.011224609375,70.1781005859375,1.0499999523162844,76.4876480241452,49.18933253739887,89.5881004333496,51.679687499999986,4.304657676225825,5.999999999999998,-122.84795961354195,0.4000000059604645
10.01122216796875,71.98791503906249,1.100000023841858,50.642697148248004,49.18935437225662,91.39791488647458,9.843750000000028,4.743498785599986,6.0,-122.84795802098029,0.5299999713897705
11.01122265625,73.01922607421875,1.3300000429153442,58.73115742753885,49.18937872168532,92.42922592163086,4.5703125,5.405088179623058,5.999999999999999,-122.84795827243744,1.1399999856948853
12.01122509765625,74.37017822265625,1.110000014305115,47.65291502776374,49.18940281965696,93.78017807006836,358.2421875,5.166940540886943,6.0,-122.84796196047485,1.2999999523162842
13.01122998046875,74.94464111328125,1.1200000047683714,46.5139809836641,49.18942586989068,94.35464096069336,7.031250000000055,5.128333065143573,5.999999999999999,-122.84796087082741,1.2999999523162842
14.0112236328125,74.94464130513371,1.1200000047757763,46.51398098366431,49.18943747102382,94.35464115254582,7.031251652296787,5.128333065143668,5.999999999999919,-122.84795868777493,1.2999999523162569
15.01122119140625,75.25750751700254,1.2699999809330333,69.6752241761637,49.18945567313822,94.66750736441465,14.414065860038976,5.38296512156587,5.999999999999927,-122.84795550945866,1.299999952316257
16.011221435546876,75.60589610505848,1.1699999570873392,67.82336181668666,49.18946415402908,95.01589595247059,14.062502018318142,5.215437123871193,5.999999999999969,-122.84796130548445,0.8000000119209227
17.0112158203125,75.81994641851634,1.2500000000034668,63.43676161470582,49.189482322116326,95.22994626592843,352.6171862458455,5.018360517372665,5.999999999999957,-122.84797015537572,0.939999997615804
18.011215087890626,74.59204114414752,0.759999990468984,72.60329212240237,49.189495256603664,94.00204099155962,345.9374976284774,4.05272174563469,5.999999999999948,-122.84797448151379,0.9399999976158043
19.011214599609374,71.89807136263697,0.8000000119221712,73.01850615223655,49.189499155113495,91.30807121004906,14.06250113530565,3.870761954231454,6.003402937840248,-122.84796934530182,0.44999998807907005
20.011217529296875,69.84265144262464,0.9700000286112503,44.93371085125101,49.18950044070465,89.25265129003675,86.835942165294,4.203282558451714,4.115772577847331,-122.84794640885598,0.4499999880790702
21.011220458984376,70.4720460791141,1.0599999427866276,47.82721804028773,49.1895005316132,89.88204592652619,101.60157511205841,4.2019039233293345,4.116375933221334,-122.84790757858683,1.2400000095367196
22.011220703125,71.5978394569829,0.8500000238449249,58.69027874535667,49.189507673995436,91.007839304395,89.29688257913075,4.16598706785669,4.131994915793834,-122.84789176469991,0.7300000190734817
23.011221923828124,71.94751007575542,0.8799999952494942,30.56365878098673,49.18953312970478,91.35750992316753,33.750010325740284,4.162249555786489,4.133609183511505,-122.8478691089041,1.789999961852957
24.011223388671876,72.04772959463298,0.7799999713931242,68.00313239564154,49.1895388000016,91.45772944204509,0.35156254650822866,4.156787098802261,4.135964808978943,-122.84787062010166,0.7300000190734817
25.011224609375,71.43872078228742,0.879999995233068,83.1357853320209,49.18954347571307,90.84872062969953,348.3984364350683,4.156787236619781,4.135964807793637,-122.84786772996965,0.5099999904632554
26.0112265625,72.71374521311373,0.8700000047709737,62.47710637594,49.189549159007505,92.12374506052583,315.3515575381654,4.156787355292537,4.135964807084418,-122.84787044788607,0.6800000071525536
27.011228759765626,72.9244385715574,0.7599999904662431,78.1594802574778,49.189554950180955,92.33443841896951,312.1874947684767,4.156787487495285,4.135964797041872,-122.84786728380455,0.6800000071525536
