time,z,y,x
2.3414892578125,1.7809485281517359,-9.022020857841179,2.383566200665544
2.35879638671875,1.7611171355869901,-9.104291695782726,2.3107115384435217
2.3761025390625,1.7558711470624062,-9.171397237555981,2.24775236443151
2.39339990234375,1.7655199826702688,-9.222355591993319,2.1952324683497237
2.41070068359375,1.790193008320701,-9.25640560316074,2.1535659762769055
2.428009033203125,1.8298351025343378,-9.27301848310504,2.1230338743667145
2.44528369140625,1.8842046045322378,-9.271906132945693,2.10378212079351
2.46258447265625,1.9528736973963414,-9.253026028765806,2.095821363616598
2.479904296875,2.0352312476492918,-9.216582598778656,2.099028262064555
2.4971982421875,2.1304880896433827,-9.163025069293608,2.1131483886552673
2.514506103515625,2.2376847101012665,-9.093041808323687,2.13780066984525
2.53180322265625,2.355701255465746,-9.007551246511241,2.172483303800184
2.549104248046875,2.483269752839582,-8.907689504651227,2.2165810756440933
2.56640380859375,2.6189884046665073,-8.794794904737493,2.269373973410834
2.583705078125,2.761337788344706,-8.670389586450922,2.3300469921065616
2.601004638671875,2.908698765075868,-8.536158492694957,2.397700998994235
2.6183056640625,3.059371877812153,-8.393926025561498,2.4713645206086765
2.635605712890625,3.2115979965142927,-8.245630707433486,2.5500063012571426
2.6529150390625,3.3635799503840893,-8.093298210324994,2.632548473984038
2.670206298828125,3.51350487155084,-7.939013139621832,2.7178801782809106
2.687489501953125,3.659566963096519,-7.784889975794358,2.8048714542771696
2.70480908203125,3.7999903964735195,-7.633043589170991,2.892387240797557
2.722095947265625,3.9330520394268964,-7.485559748335844,2.9793013045341072
2.739408203125,4.057103715552902,-7.344466042085432,3.0645099296390934
2.756708984375,4.170593700627627,-7.211703628177006,3.146945201258244
2.774009033203125,4.272087168789999,-7.089100209442102,3.225587722819328
2.791291748046875,4.360285313475751,-6.978344619428318,3.299478615172647
2.80860986328125,4.43404288353459,-6.880963375858456,3.3677306558239635
2.82591064453125,4.492383894032217,-6.798299531225873,3.4295384283610275
2.8432109375,4.534515293605218,-6.731494116218357,3.4841873655848388
2.860511962890625,4.559838395617707,-6.6814704338861635,3.53106158463018
2.877811767578125,4.567957908440662,-6.648921421107902,3.569650428294903
2.89511279296875,4.558688430577576,-6.634300249574773,3.5995536436787283
2.91241259765625,4.532058308700415,-6.637814291864374,3.620485146834752
2.929713623046875,4.488310790517931,-6.659422529895199,3.6322753402278956
2.947012939453125,4.427902439332432,-6.698836433847792,3.6348719681379187
2.964301025390625,4.351498812693511,-6.755524290224412,3.6283395135031684
2.98161376953125,4.259967443260905,-6.828718908810164,3.612857157840183
2.998912841796875,4.154368195372661,-6.917428590599868,3.588715343564124
3.016215087890625,4.035941105410979,-7.02045119294762,3.5563109950550054
3.033526123046875,3.9060918474073913,-7.136391084932093,3.5161414709546177
3.05081591796875,3.7663749969869844,-7.26367874582004,3.4687973352432393
3.0681201171875,3.6184752962950952,-7.400592723114289,3.4149540484534597
3.08541357421875,3.4641871495825005,-7.54528363449483,3.3553626927694604
3.1027177734375,3.3053926032820207,-7.695799870441649,3.2908398555922598
3.120014892578125,3.1440380853625713,-7.850114631835134,3.2222568053054537
3.137318359375,2.982110196209363,-8.006153919658695,3.150528100355157
3.154620849609375,2.8216108570094156,-8.161825082293054,3.0765997782896735
3.1719189453125,2.6645321314266432,-8.31504551992713,3.0014372750410896
3.189216796875,2.512831042087849,-8.463771145366417,2.9260132264492866
3.206522705078125,2.368404704981001,-8.606024205964534,2.851295303830713
3.223820556640625,2.233066102254737,-8.7399200824225,2.7782342333057874
3.24111083984375,2.1085208071229973,-8.863692696599648,2.7077521446700454
3.258420654296875,1.9963449636952284,-8.97571818198936,2.640731389897756
3.27572216796875,1.8979648096990478,-9.074536496790499,2.578003963996902
3.293021728515625,1.8146380114186385,-9.158870690142807,2.5203416520052713
3.310322509765625,1.7474370579690934,-9.227643566624533,2.468447015561156
3.32762255859375,1.697234936541429,-9.279991532012152,2.422945320847151
3.344921630859375,1.6646932818060458,-9.315275444011258,2.3843774969543117
3.3622255859375,1.650253161614138,-9.33308833458328,2.3531942000204267
3.379524658203125,1.6541286278817586,-9.333259914987988,2.3297510440438445
3.396826416015625,1.6763031265047075,-9.31585782009122,2.314305044253316
3.414123779296875,1.7165288237826037,-9.28118559419849,2.307012303519006
3.43141455078125,1.77432886959488,-9.22977746601661,2.307926956716451
3.44871728515625,1.849002579949055,-9.16239000467657,2.3170013723988836
3.46602587890625,1.9396334839984657,-9.079990791452019,2.3340875957862557
3.48333154296875,2.0451001436877436,-8.983744282286484,2.3589400021276226
