time,qz,qy,qx,qw,roll,pitch,yaw
0.131912841796875,0.6916716694831848,0.1045527756214141,-0.1020542830228805,0.7072792649269104,0.293257474899292,-0.0002706348896026,-1.5484440326690674
0.149211181640625,0.6954628229141235,0.1068273857235908,-0.1061593741178512,0.7026020884513855,0.3023601472377777,0.0005866438732482,-1.5606728792190552
0.166511962890625,0.6956278681755066,0.1123837977647781,-0.1126000955700874,0.7005661725997925,0.319530040025711,0.0014130328781902,-1.5639500617980957
0.183818603515625,0.6905183792114258,0.126116469502449,-0.1195770353078842,0.702125608921051,0.3493064045906067,-0.0062553249299526,-1.5530236959457395
0.201107666015625,0.6855228543281555,0.1414921134710312,-0.1264283657073974,0.7028900384902954,0.3814806044101715,-0.0162623990327119,-1.5426403284072876
0.218415283203125,0.6771617531776428,0.1561564356088638,-0.1425247490406036,0.7048076391220093,0.4259304106235504,-0.0105814523994922,-1.5285040140151978
0.23572216796875,0.6684105396270752,0.1615910530090332,-0.1689058244228363,0.7061066031455994,0.4713763296604156,0.0225146207958459,-1.5213673114776611
0.253010009765625,0.6589010953903198,0.1611639708280563,-0.1955159306526184,0.7082719206809998,0.5086098313331604,0.0646196231245994,-1.5154067277908323
0.270322265625,0.649074137210846,0.1594941765069961,-0.2165992558002472,0.7115822434425354,0.5361002087593079,0.1013828590512275,-1.5068495273590088
0.287623046875,0.6372913718223572,0.1592552363872528,-0.233350932598114,0.7169692516326904,0.559074878692627,0.1320099830627441,-1.4912065267562866
0.304924560546875,0.6205689907073975,0.1681018620729446,-0.2513432502746582,0.7235071659088135,0.596795380115509,0.1556878685951233,-1.4658962488174438
0.3222255859375,0.5992101430892944,0.1867934316396713,-0.2708541452884674,0.7298585176467896,0.6513318419456482,0.1723656058311462,-1.4331586360931396
0.33952734375,0.5765886902809143,0.2108838856220245,-0.2873105406761169,0.7352048754692078,0.7101777195930481,0.180252194404602,-1.3971288204193115
0.356827880859375,0.5557489395141602,0.2320233434438705,-0.2968047559261322,0.7410905957221985,0.7549417614936829,0.1830454468727111,-1.359628677368164
0.374129150390625,0.538293719291687,0.2446105927228927,-0.3015616536140442,0.7479747533798218,0.7797325253486633,0.1888976842164993,-1.3254194259643557
0.3914306640625,0.5220876336097717,0.2514985501766205,-0.3077107071876526,0.7546436786651611,0.7975001931190491,0.2032110393047332,-1.296307921409607
0.40872998046875,0.5028770565986633,0.2577673196792602,-0.3188343942165375,0.7609305381774902,0.8210855722427368,0.2279398143291473,-1.267525553703308
0.426031982421875,0.4815936684608459,0.2630194723606109,-0.3332521617412567,0.7667015194892883,0.8474754691123962,0.2606129348278045,-1.239789366722107
0.44334814453125,0.4618278741836548,0.2661681473255157,-0.3473172187805176,0.7715181112289429,0.8700695633888245,0.2943055331707001,-1.2163242101669312
0.46062158203125,0.4456216692924499,0.266806036233902,-0.3575263023376465,0.7761512994766235,0.883100152015686,0.3227754235267639,-1.1959835290908811
0.477936767578125,0.4331516325473785,0.2640140056610107,-0.361413300037384,0.7823405265808105,0.8807945251464844,0.3434954285621643,-1.17442524433136
0.49523486328125,0.422012597322464,0.2606405913829803,-0.3592490255832672,0.790513813495636,0.8679176568984985,0.3554320037364959,-1.146800875663757
0.5125419921875,0.4097780585289001,0.2627502381801605,-0.3579399883747101,0.7968206405639648,0.8659654259681702,0.3630096912384033,-1.1192489862442017
0.529836669921875,0.3950634300708771,0.270154744386673,-0.3624171018600464,0.7997469305992126,0.8821520805358887,0.3749514818191528,-1.096288800239563
0.5471455078125,0.3795473277568817,0.2770327031612396,-0.3699889481067657,0.8014393448829651,0.9021437168121338,0.392774760723114,-1.0767239332199097
0.5644423828125,0.3643944263458252,0.2808162868022918,-0.3781680166721344,0.8033355474472046,0.9175276160240172,0.4147223830223083,-1.058769941329956
0.581744140625,0.3503790497779846,0.2815268039703369,-0.3866690099239349,0.8052728176116943,0.928020477294922,0.4394766390323639,-1.043421745300293
0.599041259765625,0.3369995057582855,0.2809987962245941,-0.3976263999938965,0.8058314323425293,0.9405562281608582,0.4683860838413238,-1.0335553884506226
0.61634375,0.3263876140117645,0.279209554195404,-0.4117778241634369,0.8037115335464478,0.9576076865196228,0.5002444982528687,-1.0351967811584473
0.63364990234375,0.320211261510849,0.2769154906272888,-0.4284799993038177,0.7982403039932251,0.9810760617256165,0.5313725471496582,-1.0516345500946045
0.65093798828125,0.3166252076625824,0.2768794596195221,-0.4470131397247314,0.7894716262817383,1.0153192281723022,0.559160053730011,-1.0795854330062866
0.668249755859375,0.3137240707874298,0.2791504561901092,-0.4653508067131042,0.7791668772697449,1.0562009811401367,0.5823875069618225,-1.1117480993270874
0.685551513671875,0.3109917640686035,0.2812849581241607,-0.4816587269306183,0.7695245146751404,1.094646692276001,0.6020604372024536,-1.1421236991882324
0.702852294921875,0.3068016767501831,0.2838245630264282,-0.4951389729976654,0.761678159236908,1.1285964250564575,0.6188727617263794,-1.165156364440918
0.72015478515625,0.3011089861392975,0.2878655195236206,-0.5072177052497864,0.75445157289505,1.162867546081543,0.6335191130638123,-1.183860421180725
0.73745458984375,0.2949660122394562,0.2936576604843139,-0.5194581747055054,0.7462730407714844,1.2019656896591189,0.6461002230644226,-1.2040330171585083
0.754745361328125,0.2875052988529205,0.3026733100414276,-0.529962420463562,0.7381527423858643,1.2436269521713257,0.6539750099182129,-1.2197060585021973
0.772040283203125,0.2791626453399658,0.3144018352031708,-0.5360624194145203,0.7320224642753601,1.2797037363052368,0.6551535725593567,-1.2241394519805908
0.789358154296875,0.2695727050304413,0.3286414742469787,-0.537950873374939,0.7279658913612366,1.3098654747009275,0.6510654091835022,-1.216611385345459
0.80665966796875,0.2597015500068664,0.3437880873680115,-0.5382755994796753,0.724309504032135,1.3382761478424072,0.6449915170669556,-1.205275058746338
0.823950439453125,0.2511744201183319,0.3583234548568725,-0.5380433201789856,0.7204339504241943,1.3649671077728271,0.6375716924667358,-1.1950931549072266
0.841261962890625,0.2460050284862518,0.3708970844745636,-0.5368536710739136,0.7167322635650635,1.3863790035247805,0.6274416446685791,-1.1877785921096802
0.8585634765625,0.2452203333377838,0.3809393048286438,-0.5356601476669312,0.7126151919364929,1.403674602508545,0.6145745515823364,-1.1870750188827517
0.875859619140625,0.2439751625061035,0.3895353078842163,-0.5356007814407349,0.7084279656410217,1.4209458827972412,0.605040431022644,-1.1879910230636597
0.893165771484375,0.238303929567337,0.3983789682388305,-0.534991979598999,0.7058959007263184,1.4368414878845217,0.6009505987167358,-1.1802576780319214
0.910466552734375,0.2370725870132446,0.4038098752498626,-0.5318264961242676,0.7056165933609009,1.4399280548095703,0.5932597517967224,-1.172054648399353
0.927765380859375,0.2398336976766586,0.4078506231307983,-0.5280044674873352,0.7052296996116638,1.4391123056411743,0.5812824964523315,-1.1682978868484497
0.94507177734375,0.24423149228096,0.4115261733531952,-0.526837944984436,0.7024521827697754,1.444392442703247,0.5694175958633423,-1.1738734245300293
0.962370849609375,0.2497468441724777,0.4138437509536743,-0.5283941626548767,0.6979681253433228,1.4536281824111938,0.559653103351593,-1.1875927448272705
0.97966748046875,0.2551590800285339,0.41538205742836,-0.5309905409812927,0.6931094527244568,1.4637259244918823,0.5516487956047058,-1.2034249305725098
0.996972900390625,0.259110152721405,0.4165136218070984,-0.5347468256950378,0.6880583167076111,1.4756760597229004,0.5468839406967163,-1.2196375131607056
1.01427392578125,0.2610777020454407,0.4185499250888824,-0.5397462844848633,0.6821498274803162,1.4924215078353882,0.5443095564842224,-1.2360838651657104
1.031574951171875,0.2615720927715301,0.4221071004867553,-0.5449034571647644,0.6756373643875122,1.5126330852508545,0.5415810346603394,-1.251078963279724
1.04887646484375,0.2597211301326751,0.4279221892356872,-0.5512029528617859,0.6675348877906799,1.5403543710708618,0.5393909811973572,-1.2660621404647827
1.06617724609375,0.2586445808410644,0.4335641860961914,-0.5570725202560425,0.6593901515007019,1.566860556602478,0.5356245636940002,-1.2812310457229614
1.083480224609375,0.2597375512123108,0.4405673146247864,-0.5579363703727722,0.6535624861717224,1.5832538604736328,0.5240939855575562,-1.286919116973877
1.10077001953125,0.2620696425437927,0.4509046077728271,-0.5537793040275574,0.6491018533706665,1.593602418899536,0.5035997629165649,-1.2821730375289917
1.118081298828125,0.2631534934043884,0.4648995995521545,-0.5468319654464722,0.6446653008460999,1.6049504280090332,0.4784088730812073,-1.2694891691207886
1.1353828125,0.2643860280513763,0.4805065095424652,-0.5394567847251892,0.6389052867889404,1.6194655895233154,0.4503105878829956,-1.256682515144348
1.15268359375,0.2677016854286194,0.4943362474441528,-0.5328319072723389,0.6325011253356934,1.632824420928955,0.4217571914196014,-1.2486587762832642
1.16998291015625,0.271274596452713,0.5057474970817566,-0.5268348455429077,0.6269567012786865,1.6431385278701782,0.3965217769145965,-1.2421599626541138
1.187288818359375,0.2738653421401977,0.5142606496810913,-0.5223116874694824,0.6226751208305359,1.6510825157165527,0.3777011334896087,-1.237185001373291
1.20457763671875,0.2750901877880096,0.5207719206809998,-0.5220122337341309,0.6169484257698059,1.6645220518112185,0.3656868040561676,-1.2396184206008911
1.221881103515625,0.2780166864395141,0.523166298866272,-0.5264164805412292,0.60982745885849,1.6795574426651,0.3587974607944488,-1.2545632123947144
1.239190185546875,0.2793167233467102,0.5235154032707214,-0.5286828875541687,0.6069664359092712,1.685399293899536,0.356858491897583,-1.2617896795272827
1.25648828125,0.2769797444343567,0.5252230763435364,-0.5249108672142029,0.6098291277885437,1.6807063817977903,0.3567807972431183,-1.249959111213684
