time,TotalAcceleration_z,TotalAcceleration_y,TotalAcceleration_x,Location_bearingAccuracy,Location_speedAccuracy,Location_verticalAccuracy,Location_horizontalAccuracy,Location_speed,Location_bearing,Location_altitude,Location_longitude,Location_latitude,Orientation_qz,Orientation_qy,Orientation_qx,Orientation_qw,Orientation_roll,Orientation_pitch,Orientation_yaw,Magnetometer_z,Magnetometer_y,Magnetometer_x,GyroscopeUncalibrated_z,GyroscopeUncalibrated_y,GyroscopeUncalibrated_x,MagnetometerUncalibrated_z,MagnetometerUncalibrated_y,MagnetometerUncalibrated_x,Accelerometer_z,Accelerometer_y,Accelerometer_x,AccelerometerUncalibrated_z,AccelerometerUncalibrated_y,AccelerometerUncalibrated_x,Gyroscope_z,Gyroscope_y,Gyroscope_x,Gravity_z,Gravity_y,Gravity_x
3.1,0.6877371942003568,-3.1305099924405417,-4.77527638276418,0.0,1.167858042500236,1.0349196872927926,46.94977170770819,0.4189424555410038,61.73496801202947,43.400001525878906,-122.75379750909092,49.18805005454546,0.35765079657236737,-0.6147210995356241,-0.35171766579151154,0.6057287454605103,-1.5689719716707866,1.0515357851982117,-0.016522429262598348,-1.7348399624228477,48.05091896057129,-13.390719556808472,2.145155120640993,-1.0326422452926636,1.7971655229727428,-256.275634765625,143.51591796875,-146.6025161743164,-3.3360106150309243,5.953285773595174,-7.5736755927403765,-3.8597225745519004,-3.6003007143735886,-2.4183460772037506,1.8652006089687347,-0.7935393949349722,1.7080556054910023,-0.4838949305315812,-8.498593966166178,4.81487516562144
3.2,-3.865704655647278,-3.5829527378082275,-2.481157675385475,0.0,1.2234703302383425,1.0400148630142212,46.60599899291992,0.4388920962810516,64.67472839355469,43.400001525878906,-122.7537841,49.1880542,0.5131628513336182,-0.40840090811252594,-0.5323503732681274,0.5069925785064697,0.5410154640674592,1.3224416494369506,-1.9898330509662627,-2.9597199678421022,44.741059112548825,16.876259526610376,7.588982741038005,7.985917687416077,-0.40429094061255455,-257.5005172729492,140.2060577392578,-116.33553771972656,-0.45873785018920926,-26.045254707336426,-0.781028668085734,1.6797617435455323,-39.94494361877442,-2.3732015848159795,7.722863833109538,7.7938514947891235,0.07383828858534495,-0.13793572286764777,-9.377535661061605,-1.311669945716858
3.3,1.6737794399261474,-39.927595138549805,-2.4360131502151487,9.0,1.2108879506587984,1.0394627273082733,46.30809898376465,0.5815360143780708,70.09648895263672,43.400001525878906,-122.75378226000001,49.188051395,0.5498062372207642,-0.29828445116678876,-0.6184940884510676,0.4537074814240137,1.449193944533666,1.1208850344022114,-2.786294460296631,-3.1097800016403196,37.91027908325195,31.618739509582518,-1.8609704360365869,-9.043157386779786,2.110569953918457,-257.65057373046875,133.37527770996093,-101.59305725097656,0.9002386728922526,9.91710877418518,8.847470680872599,-0.9349954488376776,-1.0795618494351704,4.2842492659886675,-1.8212438623110454,-8.511541763941446,1.7966055870056152,0.33778431266546266,-8.82054090499878,-3.818131605784098
3.4,0.45707898717373596,-20.32583660632372,0.2816202464203039,18.0,1.1983055710792543,1.0389105916023254,46.010198974609374,0.7241799324750899,75.51824951171875,43.400001525878906,-122.75378042,49.18804859,0.7100248336791992,-0.4273792952299118,-0.29335960497458774,0.4723736693461736,0.049997960217297084,1.0860598981380463,-2.0069666703542075,-31.129519271850587,39.359639739990236,12.63309965133667,-1.969684104124705,-3.1840332581972084,2.4995842576026917,-285.6703155517578,134.82463684082032,-120.57869720458984,-5.2104716300964355,8.381312942504882,1.962591290473938,-0.572283424437046,-0.4032902916272481,1.8398812015851338,-1.9301203608512878,-2.825037956237793,2.5576011180877685,4.26616063117981,-8.775852394104003,-0.3133336801256519
3.5,-0.7596214655786753,-0.7240780740976334,2.999253643055757,27.0,1.1857231914997102,1.0383584558963777,45.7122989654541,0.8668238505721092,80.94001007080078,43.400001525878906,-122.75377858,49.188045785,0.6438434819380442,-0.3591023584206899,-0.42434021333853406,0.5122785766919454,0.5359521725525459,1.1292664508024852,-2.17742121219635,-23.343479681015015,39.03633918762207,21.842879581451417,0.15325080355008439,6.054896354675293,-3.6895751605431237,-277.8842712402344,134.50133514404297,-111.3689193725586,-9.09947689374288,-3.9409488836924234,8.545403798421225,-7.183552781740825,-15.917754332224527,7.290731072425842,0.2332996092736721,6.119775215784709,-3.448308825492859,3.623638411362966,-8.781133651733398,-1.6600323741634686
3.6,-7.189534743626914,-15.900406241416931,7.2279196580251055,36.0,1.1731408119201663,1.0378063201904297,45.414398956298825,1.0094677686691285,86.36177062988281,43.400001525878906,-122.75377674,49.188042980000006,0.5322292546431223,-0.5359704444805781,-0.4759594251712163,0.4285133481025696,-0.1549673080444336,1.3927380243937175,-1.5820071597894032,-3.4184399843215942,46.57105903625488,18.40125970840454,-3.2416836619377136,-5.599572618802388,-4.581591109434764,-257.9592315673828,142.0360580444336,-114.81053771972657,6.491279164950051,-12.926952044169107,-1.6769362886746724,5.275476485490799,-20.995423475901287,-3.1488548715909324,-3.1233031352361045,-5.293681922058265,-4.694932113091151,-0.5647195102283149,-9.614078998565674,-1.0760812982916832
3.7,5.269493669271469,-20.97807550430298,-3.211666484673818,45.0,1.1605584323406222,1.0372541844844818,45.116498947143555,1.1521116867661476,91.78353118896484,43.400001525878906,-122.75377490000001,49.188040175000005,0.48157416582107543,-0.7053031206130982,-0.35747984051704407,0.3764295876026153,-2.4896315574645995,1.2480315685272216,0.45556904673576354,5.5766198337078094,50.12003936767578,3.3757399201393126,-1.1011100535591443,0.7698174913724264,1.765171468257904,-248.96417846679688,145.5850372314453,-129.8360565185547,7.952720165252686,1.85183318456014,-4.862213492393494,3.3844083070754998,-7.928976678848267,-3.4402807712554933,-1.2804244334499042,0.5178609838088354,1.4873041709264119,-2.698543826738993,-9.2941525777181,1.4286370674769084
3.8,3.378426384925843,-7.911628890037536,-3.5030922889709473,54.0,1.147976052761078,1.036702048778534,44.818598937988284,1.2947556048631668,97.20529174804688,43.400001525878906,-122.75377306,49.18803737,0.5421506464481354,-0.6479734182357788,-0.32660143574078876,0.4222954312960307,-1.8280861775080364,1.3610671361287434,-0.1901868854959806,-6.012159937620163,50.44577865600586,2.3716799527406693,-0.12864821737457532,-0.8729570090770722,2.1803613185882567,-260.5529556274414,145.91077575683593,-130.84011840820312,-1.4241086194912593,7.872944990793864,-5.828960577646892,-2.2471595207850137,-0.6090730975071589,-3.7720854679743447,-0.06513350519041224,-1.0846930742263794,2.2518020073572793,-0.6106516470511755,-9.64945936203003,1.5629810690879822
3.9,1.1459427063663803,-12.551381836583218,-3.6308341448505717,63.0,1.135393673181534,1.036149913072586,44.520698928833006,1.437399522960186,102.6270523071289,43.400001525878906,-122.75377122,49.188034565,0.5601700494686762,-0.4595123181740443,-0.46958377957344055,0.45657653113206226,0.43020326395829517,1.3320570985476177,-2.094704727331797,-6.786859863996506,44.29331970214844,19.013699689507483,4.828838934501012,10.02620760599772,0.3114649144311746,-261.327653503418,139.75831909179686,-114.19809799194336,2.7775634765625,-28.01374053955078,-1.959528636932373,0.08604188760121663,-33.807892163594566,-3.619443356990814,5.61577582359314,12.06556589603424,0.31749719232320794,0.3913874924182892,-9.543966484069824,-1.2253137946128845
4.0,-1.086540972193082,-17.1911347831289,-3.7585760007301965,72.0,1.1228112936019898,1.0355977773666383,44.222798919677736,1.5800434410572053,108.04881286621094,43.400001525878906,-122.75376938000001,49.18803176,0.541472926735878,-0.34921762843926746,-0.6216122508049011,0.4274342010418574,1.626777191956838,1.1703185439109802,-0.9391681750615439,3.1305199027061463,38.151839065551755,32.65085945129395,-0.9738973279794058,-6.080527067184448,0.18381947899858156,-251.4102752685547,133.61683654785156,-100.5609375,1.610478351513545,4.705489873886108,7.504018545150757,-0.08843474338452022,-2.608276297648748,4.056632002194722,-0.7345654343565305,-5.462357044219971,-0.23846654097239176,-1.0145294666290283,-8.925075848897299,-3.743373990058899
