time,TotalAcceleration_z,TotalAcceleration_y,TotalAcceleration_x,Location_bearingAccuracy,Location_speedAccuracy,Location_verticalAccuracy,Location_horizontalAccuracy,Location_speed,Location_bearing,Location_altitude,Location_longitude,Location_latitude,Orientation_qz,Orientation_qy,Orientation_qx,Orientation_qw,Orientation_roll,Orientation_pitch,Orientation_yaw,Magnetometer_z,Magnetometer_y,Magnetometer_x,GyroscopeUncalibrated_z,GyroscopeUncalibrated_y,GyroscopeUncalibrated_x,MagnetometerUncalibrated_z,MagnetometerUncalibrated_y,MagnetometerUncalibrated_x,Accelerometer_z,Accelerometer_y,Accelerometer_x,AccelerometerUncalibrated_z,AccelerometerUncalibrated_y,AccelerometerUncalibrated_x,Gyroscope_z,Gyroscope_y,Gyroscope_x,Gravity_z,Gravity_y,Gravity_x
3.1,1.5877375528216362,-3.649652731915315,-2.0148563981056213,0.0,0.0,1.2226094007492063,9.67760009765625,0.0465871930122375,0.0,20.299999237060547,-122.75005004,49.19301298,0.6396613518397013,-0.7567669351895651,0.05908337297538912,0.11227437729636823,-2.0854919950167337,1.268343945344289,-0.9799685378869375,2.098400005698204,48.83415908813477,-14.194699668884278,0.7419467469056448,0.7902560035387675,2.662023444970449,-253.5281967163086,143.68915710449218,-147.32109832763672,3.1590121388435364,5.36681334177653,-5.454364577929179,0.41036910315354663,-4.156831492980321,-0.713160882393519,-0.024510969563076968,0.850368980007867,0.09047166196008538,-1.249794453382492,-9.34290075302124,2.5714407761891684
3.2,0.5245764950911204,-18.799659729003906,5.750451311469078,0.0,0.0,1.2226094007492063,9.770200157165528,0.0491054572165012,0.0,20.299999237060547,-122.75004978,49.19301296,0.5056248686530374,-0.3880257958715612,0.021141518584706535,0.04656536305661901,-0.4880422313104976,1.0417304743419995,-2.706457582387057,-27.699489378929137,39.45906915664673,-10.977559804916382,0.4682143289934505,-1.4548450058156794,5.03723651712591,-283.3260894775391,134.3140655517578,-144.1039581298828,-3.713385303815206,-10.854164441426596,2.9279207785924277,-0.4707878530025482,-20.156811649149116,5.98417743769559,0.705422098437945,0.43820672544340294,3.5962654650211334,4.516025055538524,-8.092470602555709,1.9179360433058306
3.3,0.12141083975632982,-5.401841914653778,3.4596725914627315,0.0,0.0,1.2226094007492063,9.862800216674804,0.0516237214207649,0.0,20.299999237060547,-122.75004952,49.19301294,-0.21088033011465357,-0.0486778643998233,-0.1049271154245644,0.042726325428564846,-0.49998891150409525,0.8163076842373068,-2.886090004082882,-35.05761421918869,29.682294511795043,-17.14770963191986,0.21958639034754454,-1.2734978544441136,2.206593396988782,-290.68421325683596,124.53729095458985,-150.27410812377929,-5.327379326025645,1.1926809151967372,-0.413661785920461,0.07856432721018791,-6.596499892346788,3.6117799305780367,0.3075706407427787,-2.8733879566192626,5.492808628082275,5.826397651975805,-6.672421552918174,3.051079986673413
3.4,-0.2817548155784607,7.99597589969635,1.1688938714563846,0.0,0.0,1.2226094007492063,9.955400276184083,0.0541419856250286,0.0,20.299999237060547,-122.75004926,49.19301292,-0.9273855288823446,0.2906700670719146,-0.2309957494338353,0.038887287800510685,-0.5119355916976929,0.5908848941326141,-3.065722425778707,-42.41573905944824,19.905519866943358,-23.31785945892334,-0.029041548298361402,-1.092150703072548,-0.624049723148346,-298.04233703613284,114.76051635742188,-156.4442581176758,-6.941373348236084,13.239526271820068,-3.7552443504333497,0.627916507422924,6.963811864455541,1.2393824234604836,0.31691179151336346,-1.4017473950982093,2.0420512422919272,7.136770248413086,-5.25237250328064,4.184223930040996
3.5,1.4971093833446503,-3.7906298637390137,1.0811570187409718,0.0,0.0,1.2226094007492063,10.04800033569336,0.0566602498292923,0.0,20.299999237060547,-122.750049,49.1930129,-0.8947904407978058,0.40650026500225067,-0.17892836779356,0.018974728571871848,-0.4674393634001414,0.8265870213508606,-2.9766354163487754,-38.45561904907227,29.098219680786134,-19.249159812927246,0.7551566933592161,1.484402557214101,-2.4947991172472634,-294.08221740722655,123.95321807861328,-152.37555999755858,-4.196587959925334,3.0470898946126304,-2.9811825354894004,0.45084776480992667,-4.524528520802657,1.0975080107649167,0.32625294228394824,0.06989316642284393,-1.4087061434984207,6.017055114110311,-7.01782504717509,3.2007944583892822
3.6,-4.031906167666118,-11.295120080312094,10.149356842041016,0.0,0.0,1.2253156661987303,10.197000312805175,0.06037108898162842,0.0,20.299999237060547,-122.75004854000001,49.193012859999996,0.13877395391464234,-0.154732346534729,-0.007935108244419103,0.02779253832995888,-0.49307897686958313,1.1351533889770509,-2.763356399536133,-29.81923904418945,40.246578979492185,-12.61601972579956,-0.16722434908151626,2.6127928853034974,-4.875162744522095,-285.4458374023437,135.10157623291016,-145.74241638183594,-7.542138973871867,-2.700519323348999,7.241550366083781,-2.6011178493499756,-11.320922565460204,11.24028434753418,-0.11004135712529678,0.25526762956922705,-2.952163641425696,3.8190708637237547,-8.725327110290527,2.0405954360961913
3.7,5.888247099789706,-15.624859961596401,0.9782838604666971,0.0,0.0,1.2280219316482544,10.346000289916992,0.06408192813396454,0.0,20.299999237060547,-122.75004808,49.19301282,0.6407723526159922,-0.7509337365627289,0.10390271681050456,0.08656040330727892,-2.0161048670609794,1.221749484539032,-1.1505554169416428,-1.3340699434280394,48.445589256286624,-14.508239698410033,-0.3889048161605994,-0.28309789144744474,-1.8072321092089016,-256.9606643676758,143.3005859375,-147.63463668823243,7.470729264346036,-6.7369817386973985,-2.528778758915988,5.064259668191274,-15.137693844735622,1.176919799298048,-0.5463356565345417,0.44064209271561017,-4.495621139352972,-1.3180681963761647,-9.189540386199951,2.723267753918966
3.8,1.6467151386155328,-10.130925532543298,-0.8177879163713165,0.0,0.0,1.2307281970977781,10.495000267028807,0.06779276728630065,0.0,20.299999237060547,-122.75004762,49.19301278,0.6689020693302155,-0.7273040662209194,0.08549854562928275,0.09429616232713059,-1.7897090365489325,1.2619023124376931,-1.339493634800116,-4.184904902428388,48.62950448989868,-13.807349801063538,0.1426306761180361,0.06586526163543266,0.952370719363292,-259.81150131225587,143.48450241088867,-146.93374671936036,2.534782167636987,-1.1050333723877408,-4.23308470213052,1.5379618803660073,-10.637642042090496,-0.3163261469453573,0.09936741475636758,0.6033567090829214,0.32963814314765233,-0.5565251484513283,-9.301348527272541,2.6060787836710615
3.9,-2.5948168225586414,-4.636991103490193,-2.61385969320933,0.0,0.0,1.2334344625473022,10.644000244140624,0.07150360643863678,0.0,20.299999237060547,-122.75004716,49.19301274,0.6970317860444387,-0.7036743958791097,0.06709437444806093,0.10203192134698226,-1.5633132060368855,1.3020551403363545,-1.5284318526585896,-7.035739861428738,48.81341972351074,-13.106459903717042,0.6741661683966717,0.41482841471831006,3.711973547935486,-262.66233825683594,143.66841888427734,-146.23285675048828,-2.401164929072062,4.526914993921916,-5.937390645345052,-1.988335907459259,-6.137590239445369,-1.8095720931887627,0.3201888344871501,0.5382804641267285,2.1549989331591255,0.2050178994735082,-9.413156668345133,2.4888898134231567
4.0,2.108076790968577,-31.92663510640462,10.481759389241537,0.0,0.0,1.2361407279968262,10.79300022125244,0.0752144455909729,0.0,20.299999237060547,-122.7500467,49.1930127,0.8390622138977051,-0.5295517444610596,0.06935144960880273,0.08149445677796995,-0.4730223814646403,1.0734226802984874,-2.650948961575826,-28.62729969024658,41.22501907348633,-10.804319763183594,0.4070144146680832,0.26109399025638896,4.393877426783244,-284.25389404296874,136.08001556396485,-143.93071899414062,-1.758071184158325,-23.488840738932293,7.5259703397750854,1.872682849566142,-31.150861740112305,10.658230225245157,0.5410102542179326,0.4732042191705356,3.9803597231705985,4.3485482931137085,-8.44545841217041,2.1409480770428977
