time,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1.038,0,0,1.000664472579956,14.005000114440918,0.0,0.0,40.900001525878906,-122.7531371,49.1903577
2.453,0,0,0.9927542805671692,16.451000213623047,10.370580673217772,5.999528408050537,41.0,-122.7531047,49.1905648
7.0537177734375,0,0,1.0311329364776611,16.88800048828125,0.4275934100151062,204.22415161132812,41.0,-122.7530717,49.1907718
7.5726796875,0,0,1.0447752475738523,19.07699966430664,2.459707260131836,192.28189086914065,41.0,-122.753083,49.190731
8.09168017578125,0,0,0.9944103956222534,21.18600082397461,7.3037919998168945,185.76492309570312,41.0,-122.7530953,49.1906023
8.61066455078125,0,0,0.9944103956222534,21.582000732421875,0.0935830622911453,0.0,41.0,-122.7530817,49.1906645
9.129667724609376,0,0,1.0038577318191528,22.076000213623047,0.0454335995018482,0.0,41.0,-122.7530798,49.1906462
9.648649169921876,0,0,1.0038577318191528,22.416000366210938,0.0134525038301944,0.0,41.0,-122.7530762,49.1906169
10.16763623046875,0,0,1.0142457485198977,22.874000549316406,0.0045778290368616,0.0,41.0,-122.7530737,49.1906053
10.6866240234375,0,0,1.0142457485198977,23.131000518798828,0.0134467715397477,0.0,41.0,-122.7530676,49.1905862
11.205611328125,0,0,1.024652361869812,23.55900001525879,0.0214076545089483,0.0,41.0,-122.7530634,49.1905781
12.2290869140625,0,0,1.024652361869812,24.222000122070312,0.0392379499971866,0.0,41.0,-122.7530505,49.1905598
12.762574462890624,0,0,0.988347351551056,21.99099922180176,0.0554280243813991,0.0,41.0,-122.7530351,49.190548
13.281562255859376,0,0,0.9899246096611024,20.76300048828125,0.0659788772463798,0.0,41.0,-122.7530283,49.1905419
13.800539306640625,0,0,0.9899246096611024,20.14900016784668,0.0861395150423049,0.0,41.0,-122.7530121,49.1905292
14.31953515625,0,0,0.999708354473114,19.731000900268555,0.093160480260849,0.0,41.0,-122.7530001,49.1905244
14.838517822265626,0,0,0.999708354473114,19.46500015258789,0.0985591560602188,0.0,41.0,-122.752992,49.1905229
15.357504638671877,0,0,1.009886384010315,19.142000198364254,0.1052199751138687,90.11138153076172,41.0,-122.7529786,49.1905208
15.87648876953125,0,0,1.009886384010315,18.895999908447266,0.1096290796995163,90.10226440429688,41.0,-122.7529703,49.1905201
16.395490234375,0,0,1.0194982290267944,18.66900062561035,0.1158252879977226,90.07760620117188,41.0,-122.7529561,49.1905194
16.9144794921875,0,0,1.0194982290267944,18.51300048828125,0.1202704086899757,90.05825805664062,41.0,-122.752947,49.1905193
17.433456787109375,0,0,1.0298664569854736,18.152999877929688,0.1259020417928695,90.03168487548828,41.0,-122.7529319,49.1905195
17.952451904296876,0,0,0.9812779426574708,17.628000259399414,0.1449003666639328,90.10871124267578,41.0,-122.7529089,49.1905174
18.47143115234375,0,0,0.9886841177940368,17.417999267578125,0.2085484713315963,88.66631317138672,41.0,-122.7528847,49.1905145
18.990430908203123,0,0,0.9886841177940368,17.344999313354492,0.2570715546607971,87.56674194335938,41.0,-122.7528705,49.1905137
20.02839990234375,0,0,0.9988563060760498,17.165000915527344,0.3782790303230285,85.47655487060547,41.0,-122.7528375,49.1905123
21.06043310546875,0,0,1.0092569589614868,16.90399932861328,0.4753479063510895,83.68779754638672,41.0,-122.7528052,49.1905122
21.58536962890625,0,0,1.0189762115478516,16.402999877929688,0.545617938041687,82.19568634033203,41.0,-122.7527753,49.190513
22.10436865234375,0,0,1.0292420387268066,16.316999435424805,0.5698224306106567,81.84051513671875,41.0,-122.752767,49.1905135
22.623353271484376,0,0,0.9784165024757384,15.696999549865724,0.6226136088371277,81.47228240966797,41.20000076293945,-122.7527512,49.1905146
23.142327880859376,0,0,0.9840847253799438,15.206000328063965,0.665490448474884,81.78318786621094,41.20000076293945,-122.7527243,49.1905107
23.6613271484375,0,0,0.9840847253799438,14.694000244140623,0.7094622254371643,82.569580078125,41.20000076293945,-122.7526949,49.1905046
24.180322998046876,0,0,0.9944187998771667,14.527999877929688,0.7397084832191467,82.95503997802734,41.20000076293945,-122.7526837,49.1905029
24.69930419921875,0,0,0.9944187998771667,13.880000114440918,0.793804407119751,83.55622863769531,41.20000076293945,-122.7526597,49.1905013
25.218292724609373,0,0,0.9944187998771667,13.451000213623049,0.819608747959137,83.98828125,41.20000076293945,-122.7526488,49.190501
25.737281494140625,0,0,1.004085898399353,13.04699993133545,0.8604523539543152,84.6619873046875,41.20000076293945,-122.7526281,49.1905014
26.29228173828125,0,0,1.004085898399353,12.609000205993652,0.8786040544509888,85.00482940673828,41.20000076293945,-122.7526186,49.1905018
26.87904638671875,0,0,1.014406442642212,12.262999534606934,0.9134642481803894,85.4488296508789,41.20000076293945,-122.7525999,49.1905033
27.398050537109373,0,0,0.9762113690376282,11.76099967956543,0.964428722858429,85.69818115234375,41.20000076293945,-122.7525873,49.1905053
27.920348876953124,0,0,0.9762113690376282,11.394000053405762,0.9679253697395324,85.77206420898438,41.20000076293945,-122.7525733,49.1905047
28.43601708984375,0,0,0.981810748577118,11.015999794006348,0.9972996115684508,85.85149383544922,41.20000076293945,-122.7525529,49.190504
28.95500146484375,0,0,0.981810748577118,10.904999732971191,1.022973656654358,85.9023208618164,41.20000076293945,-122.7525447,49.1905044
29.47400146484375,0,0,0.9922048449516296,10.777999877929688,1.061905026435852,85.39640045166016,41.20000076293945,-122.752536,49.1905101
29.992987548828125,0,0,0.9922048449516296,10.661999702453612,1.0800673961639404,84.9462661743164,41.20000076293945,-122.7525326,49.1905145
30.511976318359373,0,0,1.002590298652649,10.557000160217283,1.1121766567230225,84.42939758300781,41.20000076293945,-122.7525225,49.1905204
31.03096533203125,0,0,1.002590298652649,10.446999549865724,1.127586841583252,84.35356140136719,41.20000076293945,-122.7525149,49.1905228
31.54995751953125,0,0,1.0121893882751465,10.368000030517578,1.148446798324585,84.19285583496094,41.20000076293945,-122.7525019,49.1905265
32.0689443359375,0,0,1.0121893882751465,10.279000282287598,1.156550645828247,84.1930160522461,41.20000076293945,-122.7524945,49.190528
32.58792553710938,0,0,0.9895314574241638,10.22599983215332,1.1680517196655271,84.28387451171875,41.20000076293945,-122.7524851,49.19053
33.106923828125,0,0,0.9895314574241638,10.175000190734863,1.1729928255081177,84.42224884033203,41.20000076293945,-122.7524715,49.1905302
33.62591528320313,0,0,0.996124029159546,10.081000328063965,1.1866919994354248,84.54257202148438,41.20000076293945,-122.7524577,49.1905292
34.1449033203125,0,0,1.0062954425811768,10.00100040435791,1.2082853317260742,84.57762908935547,41.20000076293945,-122.7524487,49.1905284
34.66389819335937,0,0,1.0062954425811768,9.937999725341797,1.2324460744857788,84.46012115478516,41.20000076293945,-122.7524344,49.1905289
35.182889892578125,0,0,1.0152525901794434,9.831000328063965,1.2741779088974,84.20671844482422,41.20000076293945,-122.7524218,49.1905293
35.70188256835937,0,0,1.0152525901794434,9.664999961853027,1.3107967376708984,85.30381774902344,41.20000076293945,-122.7524003,49.1905265
36.220861328125,0,0,1.0247753858566284,9.54800033569336,1.3286389112472534,86.46881866455078,41.20000076293945,-122.7523943,49.1905236
36.739868896484374,0,0,1.0247753858566284,9.413999557495115,1.3617321252822876,88.28567504882812,41.20000076293945,-122.7523715,49.1905187
37.25885205078125,0,0,1.0347425937652588,9.388999938964844,1.37955904006958,88.85735321044922,41.20000076293945,-122.7523646,49.1905163
37.77785864257813,0,0,0.9927031993865968,9.336999893188477,1.4135533571243286,90.08843231201172,41.20000076293945,-122.7523346,49.1905081
38.2968505859375,0,0,1.0016064643859863,9.345000267028809,1.4192558526992798,90.26048278808594,41.20000076293945,-122.7523264,49.1905048
38.81584423828125,0,0,1.0016064643859863,9.44499969482422,1.448849081993103,90.0478744506836,41.20000076293945,-122.752301,49.1905026
39.33483935546875,0,0,1.012868046760559,9.527999877929688,1.4734084606170654,89.67616271972656,41.20000076293945,-122.7522911,49.1905034
39.8538369140625,0,0,1.012868046760559,9.678000450134276,1.5066840648651123,89.12369537353516,41.20000076293945,-122.7522647,49.1905048
40.3728291015625,0,0,1.022418975830078,9.746999740600586,1.5186687707901,88.51952362060547,41.20000076293945,-122.7522426,49.190506
40.891814453125,0,0,1.032387614250183,9.96500015258789,1.520740270614624,87.75768280029297,41.20000076293945,-122.7522212,49.1905076
41.41080810546875,0,0,1.032387614250183,9.881999969482422,1.5242691040039062,87.26045227050781,41.20000076293945,-122.7522095,49.1905088
41.9298134765625,0,0,1.0424165725708008,9.791999816894531,1.5262627601623535,86.3884506225586,41.20000076293945,-122.7521902,49.1905109
42.4488056640625,0,0,1.0424165725708008,9.60200023651123,1.5239732265472412,85.73499298095703,41.20000076293945,-122.7521734,49.1905126
42.96779296875,0,0,1.0523918867111206,9.51200008392334,1.522873878479004,85.52166748046875,41.20000076293945,-122.7521627,49.1905136
43.48679809570312,0,0,1.0523918867111206,9.326000213623049,1.5156433582305908,85.14899444580078,41.20000076293945,-122.7521467,49.190515
44.0057958984375,0,0,1.0623979568481443,9.041000366210938,1.511048436164856,84.95865631103516,41.20000076293945,-122.7521318,49.1905162
44.524787109375,0,0,1.0623979568481443,8.795999526977539,1.496426701545715,84.67142486572266,41.20000076293945,-122.7521174,49.1905176
45.04378466796875,0,0,1.0720134973526,8.58899974822998,1.4876583814620972,84.69786834716797,41.20000076293945,-122.7521062,49.1905185
45.5627763671875,0,0,1.0720134973526,8.4399995803833,1.463229775428772,84.81752014160156,41.20000076293945,-122.7520935,49.1905196
46.08177099609375,0,0,1.0720134973526,8.236000061035156,1.4487344026565552,84.74544525146484,41.20000076293945,-122.7520803,49.1905206
46.5947607421875,0,0,1.082384705543518,8.211000442504883,1.4297953844070437,84.43319702148438,41.20000076293945,-122.7520688,49.1905216
47.119759765625,0,0,1.082384705543518,8.175999641418457,1.4247053861618042,84.08771514892578,41.20000076293945,-122.7520559,49.1905227
48.15774829101562,0,0,1.0923445224761963,8.109999656677246,1.399268627166748,83.24553680419922,41.20000076293945,-122.7520349,49.1905255
48.676742431640626,0,0,0.9897761344909668,7.842000007629395,1.361179232597351,82.65884399414062,39.400001525878906,-122.7520291,49.1905276
49.19573461914062,0,0,0.9922941327095032,7.581999778747559,1.3414944410324097,82.39407348632812,39.400001525878906,-122.7520184,49.1905297
49.71473095703125,0,0,0.9922941327095032,7.354000091552734,1.329016923904419,81.99510192871094,39.400001525878906,-122.7520044,49.1905319
50.2290869140625,0,0,1.002491474151611,7.267000198364258,1.3233548402786257,81.71300506591797,39.400001525878906,-122.7520022,49.1905326
50.752719482421874,0,0,1.002491474151611,7.107999801635742,1.313112735748291,81.22351837158203,39.400001525878906,-122.7519851,49.1905352
51.27170385742187,0,0,1.0124703645706177,7.039000034332275,1.312932372093201,81.14181518554688,39.400001525878906,-122.7519819,49.1905361
51.79069921875,0,0,1.0124703645706177,6.914999961853027,1.3130358457565308,81.07937622070312,39.400001525878906,-122.7519636,49.1905388
52.30970458984375,0,0,1.0224450826644895,6.861999988555908,1.3169482946395874,81.11791229248047,39.400001525878906,-122.7519598,49.1905396
52.82869995117188,0,0,1.0224450826644895,6.761000156402588,1.325392723083496,81.1962890625,39.400001525878906,-122.7519408,49.1905419
53.34769555664062,0,0,1.032144546508789,6.886000156402588,1.338672399520874,81.26415252685547,39.400001525878906,-122.7519315,49.1905426
53.86668090820312,0,0,0.9742825031280518,7.034999847412109,1.346379280090332,81.18907928466797,38.80000305175781,-122.7519129,49.1905463
54.37868505859375,0,0,0.9842960238456726,7.39300012588501,1.3595240116119385,81.04204559326172,38.80000305175781,-122.7519043,49.1905491
54.90467578125,0,0,0.9842960238456726,7.586999893188477,1.3723219633102417,80.96261596679688,38.80000305175781,-122.7518909,49.1905509
55.942681640625,0,0,0.9931914806365968,7.952000141143799,1.4085878133773804,81.65155029296875,38.80000305175781,-122.7518663,49.190547
56.4616767578125,0,0,1.0022705793380735,7.929999828338623,1.4463927745819092,83.45104217529297,38.80000305175781,-122.7518444,49.1905395
56.98066479492188,0,0,1.0124645233154297,7.920000076293945,1.4619630575180054,83.90210723876953,38.80000305175781,-122.7518368,49.190538
57.49967041015625,0,0,0.9647526741027832,7.776999950408936,1.4910202026367188,84.62095642089844,39.10000228881836,-122.7518276,49.1905355
58.018672119140625,0,0,0.9647526741027832,7.75,1.5049233436584473,84.97978973388672,39.10000228881836,-122.7518007,49.1905349
58.53766821289062,0,0,0.9707583785057068,7.691999912261963,1.518049955368042,85.2196044921875,39.10000228881836,-122.7517846,49.1905335
59.05667016601563,0,0,0.9707583785057068,7.467000007629395,1.531985878944397,85.40924835205078,39.10000228881836,-122.7517753,49.1905324
59.57566943359375,0,0,0.980437695980072,7.2870001792907715,1.552891969680786,85.15242004394531,39.10000228881836,-122.7517597,49.1905326
60.09467138671875,0,0,0.980437695980072,6.992000102996826,1.563798427581787,84.7673110961914,39.10000228881836,-122.7517505,49.1905337
60.61367236328125,0,0,0.9900199770927428,6.797999858856201,1.5820244550704956,84.40232849121094,39.10000228881836,-122.7517342,49.1905335
61.1326728515625,0,0,0.9900199770927428,6.758999824523926,1.59235417842865,84.3977279663086,39.10000228881836,-122.7517235,49.1905332
61.65166064453125,0,0,1.0005587339401243,6.706999778747559,1.6002081632614136,84.18452453613281,39.10000228881836,-122.7517124,49.1905346
62.1706611328125,0,0,1.0107795000076294,6.685999870300293,1.6029982566833496,83.85853576660156,39.10000228881836,-122.7517091,49.1905362
62.68967309570313,0,0,1.0107795000076294,6.701000213623047,1.6056746244430542,83.85417175292969,39.10000228881836,-122.7516954,49.1905357
63.20867504882813,0,0,1.020374774932861,6.739999771118164,1.610270380973816,83.84308624267578,39.10000228881836,-122.751687,49.1905348
63.72766625976563,0,0,1.020374774932861,6.664999961853027,1.6116294860839844,83.79353332519531,39.10000228881836,-122.7516691,49.1905342
64.2290869140625,0,0,1.029991865158081,6.678999900817871,1.6111010313034058,83.76846313476562,39.10000228881836,-122.7516583,49.1905324
64.76567822265625,0,0,1.029991865158081,6.689000129699707,1.6129748821258545,83.79182434082031,39.10000228881836,-122.7516505,49.1905317
65.2846748046875,0,0,1.0404620170593262,6.686999797821045,1.6118083000183103,84.44403076171875,39.10000228881836,-122.7516386,49.19053
65.80368603515625,0,0,1.0404620170593262,6.703000068664551,1.6120167970657349,85.05802917480469,39.10000228881836,-122.7516303,49.1905287
66.3226806640625,0,0,1.0499606132507324,6.706999778747559,1.6139966249465942,86.27652740478516,39.10000228881836,-122.751615,49.1905275
66.84169799804687,0,0,1.0499606132507324,6.729000091552734,1.6174005270004272,86.94567108154297,39.10000228881836,-122.7516034,49.1905267
67.36068212890625,0,0,1.06075119972229,6.7729997634887695,1.6206823587417605,88.23973083496094,39.10000228881836,-122.7515878,49.1905238
67.87970166015624,0,0,1.06075119972229,6.77400016784668,1.6240544319152832,88.88597869873047,39.10000228881836,-122.7515777,49.1905214
68.40735278320312,0,0,1.0707504749298096,6.7270002365112305,1.627394199371338,90.11058044433594,39.10000228881836,-122.7515636,49.1905169
68.926359375,0,0,1.080363631248474,6.63700008392334,1.626052975654602,91.31262969970705,39.10000228881836,-122.7515545,49.1905135
69.4453642578125,0,0,1.080363631248474,6.622000217437744,1.632878661155701,91.45246887207033,39.10000228881836,-122.7515425,49.1905119
